state,statefp,county,countyfp,year,month,trap_type,species,num_pools,num_mosquitoes,num_pools_wnv
California,06,Tulare,107,2008,3,OTHER,Culex quinquefasciatus,6,173,0
California,06,Fresno,019,2008,4,CO2,Culex pipiens,15,31,0
California,06,Fresno,019,2008,4,CO2,Culex quinquefasciatus,7,72,0
California,06,Fresno,019,2008,4,CO2,Culex tarsalis,14,217,0
California,06,Los Angeles,037,2008,4,CO2,Culex tarsalis,1,19,0
California,06,Tulare,107,2008,4,CO2,Culex pipiens,143,958,0
California,06,Tulare,107,2008,4,CO2,Culex quinquefasciatus,118,3234,1
California,06,Tulare,107,2008,4,CO2,Culex stigmatosoma,27,351,0
California,06,Tulare,107,2008,4,CO2,Culex tarsalis,664,20768,5
California,06,Tulare,107,2008,4,GRAV,Culex pipiens,63,296,0
California,06,Tulare,107,2008,4,GRAV,Culex quinquefasciatus,275,8360,0
California,06,Tulare,107,2008,4,GRAV,Culex stigmatosoma,14,64,0
California,06,Tulare,107,2008,4,GRAV,Culex tarsalis,1,1,0
California,06,Tulare,107,2008,4,OTHER,Culex quinquefasciatus,60,2397,0
California,06,Tulare,107,2008,4,OTHER,Culex stigmatosoma,1,6,0
California,06,Tulare,107,2008,4,OTHER,Culex tarsalis,2,59,0
California,06,Fresno,019,2008,5,CO2,Culex pipiens,50,208,1
California,06,Fresno,019,2008,5,CO2,Culex quinquefasciatus,6,116,0
California,06,Fresno,019,2008,5,CO2,Culex stigmatosoma,2,6,0
California,06,Fresno,019,2008,5,CO2,Culex tarsalis,27,268,0
California,06,Los Angeles,037,2008,5,CO2,Culex tarsalis,1,20,0
California,06,Merced,047,2008,5,GRAV,Culex pipiens,1,38,0
California,06,Merced,047,2008,5,GRAV,Culex restuans,1,19,0
California,06,Orange,059,2008,5,CO2,Culex pipiens,1,1,0
California,06,Orange,059,2008,5,CO2,Culex restuans,3,25,0
California,06,Orange,059,2008,5,CO2,Culex salinarius,4,11,0
California,06,Orange,059,2008,5,GRAV,Culex pipiens,5,13,0
California,06,Orange,059,2008,5,GRAV,Culex restuans,48,1571,0
California,06,Placer,061,2008,5,CO2,Culex pipiens/quinquefasciatus/restuans,2,68,0
California,06,Placer,061,2008,5,GRAV,Culex restuans,1,50,0
California,06,Riverside,065,2008,5,CO2,Culex pipiens/quinquefasciatus/restuans,3,73,0
California,06,Riverside,065,2008,5,GRAV,Culex pipiens,1,2,0
California,06,Riverside,065,2008,5,GRAV,Culex restuans,24,687,0
California,06,Sacramento,067,2008,5,GRAV,Culex restuans,2,48,0
California,06,San Joaquin,077,2008,5,CO2,Culex pipiens/quinquefasciatus/restuans,1,10,0
California,06,Stanislaus,099,2008,5,CO2,Culex pipiens,240,2904,0
California,06,Stanislaus,099,2008,5,CO2,Culex quinquefasciatus,116,2936,2
California,06,Stanislaus,099,2008,5,CO2,Culex stigmatosoma,24,303,0
California,06,Stanislaus,099,2008,5,CO2,Culex tarsalis,753,24070,4
California,06,Stanislaus,099,2008,5,GRAV,Culex pipiens,111,1434,0
California,06,Stanislaus,099,2008,5,GRAV,Culex quinquefasciatus,230,6697,4
California,06,Stanislaus,099,2008,5,GRAV,Culex restuans,8,133,0
California,06,Stanislaus,099,2008,5,GRAV,Culex stigmatosoma,16,176,0
California,06,Stanislaus,099,2008,5,GRAV,Culex tarsalis,12,51,0
California,06,Stanislaus,099,2008,5,OTHER,Culex quinquefasciatus,59,2357,2
California,06,Stanislaus,099,2008,5,OTHER,Culex tarsalis,2,26,0
California,06,Tulare,107,2008,5,CO2,Culex pipiens,100,1161,0
California,06,Tulare,107,2008,5,CO2,Culex quinquefasciatus,34,984,0
California,06,Tulare,107,2008,5,CO2,Culex stigmatosoma,10,61,0
California,06,Tulare,107,2008,5,CO2,Culex tarsalis,185,4409,0
California,06,Tulare,107,2008,5,GRAV,Culex pipiens,33,235,0
California,06,Tulare,107,2008,5,GRAV,Culex pipiens/quinquefasciatus/restuans,1,10,0
California,06,Tulare,107,2008,5,GRAV,Culex quinquefasciatus,59,1913,0
California,06,Tulare,107,2008,5,GRAV,Culex restuans,2,14,0
California,06,Tulare,107,2008,5,GRAV,Culex stigmatosoma,3,6,0
California,06,Tulare,107,2008,5,GRAV,Culex tarsalis,4,4,0
California,06,Tulare,107,2008,5,OTHER,Culex quinquefasciatus,25,981,0
California,06,Fresno,019,2008,6,CO2,Culex pipiens,699,16003,8
California,06,Fresno,019,2008,6,CO2,Culex pipiens/quinquefasciatus/restuans,21,523,0
California,06,Fresno,019,2008,6,CO2,Culex quinquefasciatus,225,7193,7
California,06,Fresno,019,2008,6,CO2,Culex restuans,1,19,0
California,06,Fresno,019,2008,6,CO2,Culex salinarius,1,11,0
California,06,Fresno,019,2008,6,CO2,Culex stigmatosoma,33,590,0
California,06,Fresno,019,2008,6,CO2,Culex tarsalis,1393,43357,12
California,06,Fresno,019,2008,6,GRAV,Culex pipiens,225,4789,1
California,06,Fresno,019,2008,6,GRAV,Culex pipiens/quinquefasciatus/restuans,50,1772,0
California,06,Fresno,019,2008,6,GRAV,Culex quinquefasciatus,351,11376,13
California,06,Fresno,019,2008,6,GRAV,Culex stigmatosoma,44,470,1
California,06,Fresno,019,2008,6,GRAV,Culex tarsalis,45,239,0
California,06,Fresno,019,2008,6,OTHER,Culex pipiens,17,454,0
California,06,Fresno,019,2008,6,OTHER,Culex quinquefasciatus,40,1619,2
California,06,Fresno,019,2008,6,OTHER,Culex tarsalis,87,3363,0
California,06,Kern,029,2008,6,CO2,Culex pipiens,1,14,0
California,06,Kern,029,2008,6,CO2,Culex salinarius,1,1,0
California,06,Kern,029,2008,6,GRAV,Culex pipiens,2,8,0
California,06,Kern,029,2008,6,GRAV,Culex restuans,3,17,0
California,06,Los Angeles,037,2008,6,CO2,Culex pipiens,3,40,0
California,06,Los Angeles,037,2008,6,CO2,Culex pipiens/quinquefasciatus/restuans,8,299,0
California,06,Los Angeles,037,2008,6,CO2,Culex quinquefasciatus,2,24,0
California,06,Los Angeles,037,2008,6,CO2,Culex salinarius,1,1,0
California,06,Los Angeles,037,2008,6,CO2,Culex tarsalis,2,32,0
California,06,Los Angeles,037,2008,6,GRAV,Culex pipiens,4,37,0
California,06,Los Angeles,037,2008,6,GRAV,Culex pipiens/quinquefasciatus/restuans,21,721,0
California,06,Los Angeles,037,2008,6,GRAV,Culex salinarius,1,10,0
California,06,Merced,047,2008,6,GRAV,Culex pipiens,3,35,0
California,06,Merced,047,2008,6,GRAV,Culex restuans,3,37,0
California,06,Orange,059,2008,6,CO2,Culex pipiens,1,12,0
California,06,Orange,059,2008,6,GRAV,Culex pipiens,28,1419,0
California,06,Orange,059,2008,6,OTHER,Culex restuans,2,32,0
California,06,Placer,061,2008,6,CO2,Culex pipiens/quinquefasciatus/restuans,7,220,0
California,06,Placer,061,2008,6,CO2,Culex salinarius,1,1,0
California,06,Placer,061,2008,6,GRAV,Culex pipiens,1,6,0
California,06,Placer,061,2008,6,GRAV,Culex pipiens/quinquefasciatus/restuans,11,489,0
California,06,Placer,061,2008,6,GRAV,Culex restuans,1,4,0
California,06,Riverside,065,2008,6,CO2,Culex pipiens,8,60,0
California,06,Riverside,065,2008,6,CO2,Culex pipiens/quinquefasciatus/restuans,25,658,0
California,06,Riverside,065,2008,6,CO2,Culex restuans,4,9,0
California,06,Riverside,065,2008,6,CO2,Culex salinarius,4,41,0
California,06,Riverside,065,2008,6,GRAV,Culex pipiens,4,80,0
California,06,Riverside,065,2008,6,GRAV,Culex pipiens/quinquefasciatus/restuans,12,537,0
California,06,Riverside,065,2008,6,GRAV,Culex restuans,6,155,0
California,06,Riverside,065,2008,6,OTHER,Culex restuans,2,11,0
California,06,Sacramento,067,2008,6,CO2,Culex pipiens,2,37,0
California,06,Sacramento,067,2008,6,CO2,Culex pipiens/quinquefasciatus/restuans,2,46,0
California,06,Sacramento,067,2008,6,CO2,Culex restuans,1,19,0
California,06,Sacramento,067,2008,6,CO2,Culex salinarius,4,42,0
California,06,Sacramento,067,2008,6,CO2,Culex tarsalis,7,217,0
California,06,Sacramento,067,2008,6,GRAV,Culex pipiens,3,52,0
California,06,Sacramento,067,2008,6,GRAV,Culex pipiens/quinquefasciatus/restuans,11,269,0
California,06,Sacramento,067,2008,6,GRAV,Culex restuans,3,118,0
California,06,San Bernardino,071,2008,6,CO2,Culex pipiens,3,113,0
California,06,San Bernardino,071,2008,6,CO2,Culex salinarius,6,357,0
California,06,San Bernardino,071,2008,6,GRAV,Culex pipiens,3,12,0
California,06,San Bernardino,071,2008,6,GRAV,Culex pipiens/quinquefasciatus/restuans,3,84,0
California,06,San Bernardino,071,2008,6,GRAV,Culex restuans,4,66,0
California,06,San Joaquin,077,2008,6,CO2,Culex pipiens,1,18,0
California,06,San Joaquin,077,2008,6,CO2,Culex pipiens/quinquefasciatus/restuans,2,29,0
California,06,San Joaquin,077,2008,6,CO2,Culex tarsalis,9,529,1
California,06,San Joaquin,077,2008,6,GRAV,Culex pipiens/quinquefasciatus/restuans,39,1664,0
California,06,Stanislaus,099,2008,6,CO2,Culex pipiens,212,4267,0
California,06,Stanislaus,099,2008,6,CO2,Culex quinquefasciatus,61,2310,1
California,06,Stanislaus,099,2008,6,CO2,Culex stigmatosoma,11,107,0
California,06,Stanislaus,099,2008,6,CO2,Culex tarsalis,356,10153,3
California,06,Stanislaus,099,2008,6,GRAV,Culex pipiens,64,886,0
California,06,Stanislaus,099,2008,6,GRAV,Culex quinquefasciatus,86,2717,2
California,06,Stanislaus,099,2008,6,GRAV,Culex restuans,1,37,0
California,06,Stanislaus,099,2008,6,GRAV,Culex stigmatosoma,7,32,0
California,06,Stanislaus,099,2008,6,GRAV,Culex tarsalis,16,64,0
California,06,Stanislaus,099,2008,6,OTHER,Culex quinquefasciatus,19,754,2
California,06,Stanislaus,099,2008,6,OTHER,Culex tarsalis,1,45,0
California,06,Tulare,107,2008,6,CO2,Culex pipiens,3,47,0
California,06,Tulare,107,2008,6,CO2,Culex pipiens/quinquefasciatus/restuans,5,138,0
California,06,Tulare,107,2008,6,CO2,Culex salinarius,1,25,0
California,06,Tulare,107,2008,6,GRAV,Culex pipiens,1,3,0
California,06,Tulare,107,2008,6,GRAV,Culex pipiens/quinquefasciatus/restuans,17,569,0
California,06,Tulare,107,2008,6,GRAV,Culex restuans,1,4,0
California,06,Tulare,107,2008,6,OTHER,Culex restuans,2,7,0
California,06,Tulare,107,2008,6,OTHER,Culex salinarius,1,1,0
California,06,Fresno,019,2008,7,CO2,Culex pipiens,1492,42407,65
California,06,Fresno,019,2008,7,CO2,Culex pipiens/quinquefasciatus/restuans,20,463,0
California,06,Fresno,019,2008,7,CO2,Culex quinquefasciatus,543,18552,52
California,06,Fresno,019,2008,7,CO2,Culex salinarius,7,128,0
California,06,Fresno,019,2008,7,CO2,Culex stigmatosoma,74,706,1
California,06,Fresno,019,2008,7,CO2,Culex tarsalis,2982,100049,169
California,06,Fresno,019,2008,7,GRAV,Culex pipiens,299,4502,21
California,06,Fresno,019,2008,7,GRAV,Culex pipiens/quinquefasciatus/restuans,116,3961,3
California,06,Fresno,019,2008,7,GRAV,Culex quinquefasciatus,717,22663,222
California,06,Fresno,019,2008,7,GRAV,Culex restuans,4,56,1
California,06,Fresno,019,2008,7,GRAV,Culex stigmatosoma,100,1494,25
California,06,Fresno,019,2008,7,GRAV,Culex tarsalis,118,1095,3
California,06,Fresno,019,2008,7,OTHER,Culex pipiens,11,286,1
California,06,Fresno,019,2008,7,OTHER,Culex quinquefasciatus,95,3958,11
California,06,Fresno,019,2008,7,OTHER,Culex restuans,1,2,0
California,06,Fresno,019,2008,7,OTHER,Culex stigmatosoma,4,183,1
California,06,Fresno,019,2008,7,OTHER,Culex tarsalis,153,6647,7
California,06,Kern,029,2008,7,CO2,Culex pipiens,1,51,0
California,06,Kern,029,2008,7,CO2,Culex pipiens/quinquefasciatus/restuans,16,406,3
California,06,Kern,029,2008,7,CO2,Culex salinarius,1,23,0
California,06,Kern,029,2008,7,GRAV,Culex pipiens,6,128,3
California,06,Kern,029,2008,7,GRAV,Culex pipiens/quinquefasciatus/restuans,50,2136,9
California,06,Kern,029,2008,7,GRAV,Culex restuans,3,24,0
California,06,Kern,029,2008,7,GRAV,Culex salinarius,1,1,0
California,06,Los Angeles,037,2008,7,CO2,Culex pipiens,9,321,0
California,06,Los Angeles,037,2008,7,CO2,Culex quinquefasciatus,4,135,4
California,06,Los Angeles,037,2008,7,CO2,Culex salinarius,1,51,0
California,06,Los Angeles,037,2008,7,CO2,Culex tarsalis,46,1832,3
California,06,Los Angeles,037,2008,7,GRAV,Culex pipiens,12,437,2
California,06,Los Angeles,037,2008,7,GRAV,Culex pipiens/quinquefasciatus/restuans,9,330,0
California,06,Los Angeles,037,2008,7,GRAV,Culex restuans,3,16,0
California,06,Los Angeles,037,2008,7,GRAV,Culex salinarius,1,1,0
California,06,Merced,047,2008,7,CO2,Culex pipiens/quinquefasciatus/restuans,1,15,0
California,06,Merced,047,2008,7,GRAV,Culex pipiens/quinquefasciatus/restuans,8,108,0
California,06,Orange,059,2008,7,CO2,Culex pipiens,2,32,0
California,06,Orange,059,2008,7,CO2,Culex pipiens/quinquefasciatus/restuans,3,57,0
California,06,Orange,059,2008,7,CO2,Culex salinarius,2,23,0
California,06,Orange,059,2008,7,GRAV,Culex pipiens,83,2535,14
California,06,Orange,059,2008,7,GRAV,Culex restuans,2,41,0
California,06,Orange,059,2008,7,OTHER,Culex pipiens,9,65,0
California,06,Orange,059,2008,7,OTHER,Culex pipiens/quinquefasciatus/restuans,2,20,0
California,06,Orange,059,2008,7,OTHER,Culex salinarius,1,1,0
California,06,Placer,061,2008,7,CO2,Culex tarsalis,17,753,1
California,06,Placer,061,2008,7,GRAV,Culex pipiens/quinquefasciatus/restuans,4,174,0
California,06,Riverside,065,2008,7,CO2,Culex pipiens,3,12,0
California,06,Riverside,065,2008,7,CO2,Culex pipiens/quinquefasciatus/restuans,8,164,0
California,06,Riverside,065,2008,7,CO2,Culex restuans,1,13,0
California,06,Riverside,065,2008,7,CO2,Culex salinarius,4,128,1
California,06,Riverside,065,2008,7,GRAV,Culex pipiens,28,1074,5
California,06,Riverside,065,2008,7,GRAV,Culex pipiens/quinquefasciatus/restuans,15,626,1
California,06,Riverside,065,2008,7,GRAV,Culex restuans,7,94,0
California,06,Riverside,065,2008,7,OTHER,Culex restuans,4,5,0
California,06,Sacramento,067,2008,7,CO2,Culex pipiens,3,138,0
California,06,Sacramento,067,2008,7,CO2,Culex pipiens/quinquefasciatus/restuans,6,124,0
California,06,Sacramento,067,2008,7,CO2,Culex salinarius,5,58,0
California,06,Sacramento,067,2008,7,GRAV,Culex pipiens,7,285,0
California,06,Sacramento,067,2008,7,GRAV,Culex pipiens/quinquefasciatus/restuans,40,1476,5
California,06,Sacramento,067,2008,7,GRAV,Culex restuans,4,56,0
California,06,Sacramento,067,2008,7,GRAV,Culex salinarius,1,2,0
California,06,Sacramento,067,2008,7,OTHER,Culex restuans,1,1,0
California,06,Sacramento,067,2008,7,OTHER,Culex salinarius,1,1,0
California,06,San Bernardino,071,2008,7,CO2,Culex pipiens,4,61,0
California,06,San Bernardino,071,2008,7,CO2,Culex salinarius,3,108,0
California,06,San Bernardino,071,2008,7,CO2,Culex tarsalis,12,577,1
California,06,San Bernardino,071,2008,7,GRAV,Culex pipiens,1,37,1
California,06,San Bernardino,071,2008,7,GRAV,Culex restuans,3,22,0
California,06,San Bernardino,071,2008,7,GRAV,Culex salinarius,2,2,0
California,06,San Joaquin,077,2008,7,CO2,Culex pipiens,6,363,0
California,06,San Joaquin,077,2008,7,CO2,Culex tarsalis,8,588,0
California,06,Stanislaus,099,2008,7,CO2,Culex pipiens,5,87,0
California,06,Stanislaus,099,2008,7,CO2,Culex pipiens/quinquefasciatus/restuans,7,176,0
California,06,Stanislaus,099,2008,7,CO2,Culex restuans,1,8,0
California,06,Stanislaus,099,2008,7,CO2,Culex salinarius,2,9,0
California,06,Stanislaus,099,2008,7,CO2,Culex tarsalis,25,654,0
California,06,Stanislaus,099,2008,7,GRAV,Culex pipiens,3,70,0
California,06,Stanislaus,099,2008,7,GRAV,Culex pipiens/quinquefasciatus/restuans,16,561,3
California,06,Stanislaus,099,2008,7,GRAV,Culex restuans,2,14,0
California,06,Tulare,107,2008,7,CO2,Culex pipiens,7,285,0
California,06,Tulare,107,2008,7,CO2,Culex pipiens/quinquefasciatus/restuans,2,54,0
California,06,Tulare,107,2008,7,CO2,Culex tarsalis,8,392,0
California,06,Tulare,107,2008,7,GRAV,Culex pipiens,4,132,2
California,06,Tulare,107,2008,7,GRAV,Culex pipiens/quinquefasciatus/restuans,14,627,0
California,06,Tulare,107,2008,7,GRAV,Culex restuans,1,19,0
California,06,Fresno,019,2008,8,CO2,Culex pipiens,1668,50070,113
California,06,Fresno,019,2008,8,CO2,Culex pipiens/quinquefasciatus/restuans,25,581,2
California,06,Fresno,019,2008,8,CO2,Culex quinquefasciatus,675,24643,75
California,06,Fresno,019,2008,8,CO2,Culex salinarius,10,203,0
California,06,Fresno,019,2008,8,CO2,Culex stigmatosoma,86,786,2
California,06,Fresno,019,2008,8,CO2,Culex tarsalis,2349,73855,167
California,06,Fresno,019,2008,8,GRAV,Culex pipiens,337,4980,36
California,06,Fresno,019,2008,8,GRAV,Culex pipiens/quinquefasciatus/restuans,52,1803,8
California,06,Fresno,019,2008,8,GRAV,Culex quinquefasciatus,745,23977,341
California,06,Fresno,019,2008,8,GRAV,Culex restuans,3,55,0
California,06,Fresno,019,2008,8,GRAV,Culex salinarius,3,19,0
California,06,Fresno,019,2008,8,GRAV,Culex stigmatosoma,78,1154,28
California,06,Fresno,019,2008,8,GRAV,Culex tarsalis,95,342,3
California,06,Fresno,019,2008,8,OTHER,Culex pipiens,2,61,0
California,06,Fresno,019,2008,8,OTHER,Culex quinquefasciatus,16,470,7
California,06,Fresno,019,2008,8,OTHER,Culex stigmatosoma,5,198,0
California,06,Fresno,019,2008,8,OTHER,Culex tarsalis,85,3342,7
California,06,Kern,029,2008,8,CO2,Culex pipiens,18,1216,0
California,06,Kern,029,2008,8,CO2,Culex pipiens/quinquefasciatus/restuans,3,44,0
California,06,Kern,029,2008,8,CO2,Culex salinarius,4,97,0
California,06,Kern,029,2008,8,CO2,Culex tarsalis,11,808,0
California,06,Kern,029,2008,8,GRAV,Culex pipiens,9,91,0
California,06,Kern,029,2008,8,GRAV,Culex pipiens/quinquefasciatus/restuans,7,260,0
California,06,Kern,029,2008,8,OTHER,Culex restuans,2,3,0
California,06,Los Angeles,037,2008,8,CO2,Culex pipiens,10,814,0
California,06,Los Angeles,037,2008,8,CO2,Culex pipiens/quinquefasciatus/restuans,1,17,0
California,06,Los Angeles,037,2008,8,CO2,Culex quinquefasciatus,9,221,6
California,06,Los Angeles,037,2008,8,CO2,Culex stigmatosoma,2,7,0
California,06,Los Angeles,037,2008,8,CO2,Culex tarsalis,17,753,3
California,06,Los Angeles,037,2008,8,GRAV,Culex pipiens,12,175,5
California,06,Los Angeles,037,2008,8,GRAV,Culex pipiens/quinquefasciatus/restuans,7,196,2
California,06,Los Angeles,037,2008,8,GRAV,Culex restuans,1,17,0
California,06,Los Angeles,037,2008,8,OTHER,Culex restuans,1,4,0
California,06,Merced,047,2008,8,CO2,Culex pipiens/quinquefasciatus/restuans,3,59,0
California,06,Merced,047,2008,8,CO2,Culex stigmatosoma,1,1,0
California,06,Merced,047,2008,8,CO2,Culex tarsalis,2,5,0
California,06,Merced,047,2008,8,GRAV,Culex pipiens/quinquefasciatus/restuans,11,195,2
California,06,Orange,059,2008,8,CO2,Culex pipiens,14,618,4
California,06,Orange,059,2008,8,CO2,Culex pipiens/quinquefasciatus/restuans,1,13,0
California,06,Orange,059,2008,8,CO2,Culex restuans,1,1,0
California,06,Orange,059,2008,8,CO2,Culex salinarius,43,3194,1
California,06,Orange,059,2008,8,GRAV,Culex pipiens,61,1343,16
California,06,Orange,059,2008,8,GRAV,Culex pipiens/quinquefasciatus/restuans,1,12,1
California,06,Orange,059,2008,8,GRAV,Culex restuans,6,24,0
California,06,Orange,059,2008,8,GRAV,Culex salinarius,4,13,0
California,06,Placer,061,2008,8,CO2,Culex pipiens,2,159,0
California,06,Placer,061,2008,8,CO2,Culex tarsalis,1,52,0
California,06,Placer,061,2008,8,OTHER,Culex salinarius,1,1,0
California,06,Riverside,065,2008,8,CO2,Culex pipiens,2,13,0
California,06,Riverside,065,2008,8,CO2,Culex pipiens/quinquefasciatus/restuans,4,107,0
California,06,Riverside,065,2008,8,CO2,Culex restuans,1,1,0
California,06,Riverside,065,2008,8,CO2,Culex salinarius,5,53,0
California,06,Riverside,065,2008,8,GRAV,Culex pipiens,3,44,0
California,06,Riverside,065,2008,8,GRAV,Culex pipiens/quinquefasciatus/restuans,33,1228,3
California,06,Riverside,065,2008,8,GRAV,Culex restuans,3,26,0
California,06,Riverside,065,2008,8,GRAV,Culex salinarius,2,26,0
California,06,Sacramento,067,2008,8,CO2,Culex pipiens,3,153,1
California,06,Sacramento,067,2008,8,CO2,Culex pipiens/quinquefasciatus/restuans,7,185,0
California,06,Sacramento,067,2008,8,CO2,Culex salinarius,1,1,0
California,06,Sacramento,067,2008,8,GRAV,Culex pipiens,18,405,3
California,06,Sacramento,067,2008,8,GRAV,Culex pipiens/quinquefasciatus/restuans,24,687,8
California,06,Sacramento,067,2008,8,GRAV,Culex restuans,5,301,0
California,06,Sacramento,067,2008,8,GRAV,Culex salinarius,1,2,0
California,06,Sacramento,067,2008,8,OTHER,Culex restuans,2,2,0
California,06,San Bernardino,071,2008,8,CO2,Culex pipiens,14,864,1
California,06,San Bernardino,071,2008,8,CO2,Culex pipiens/quinquefasciatus/restuans,1,20,0
California,06,San Bernardino,071,2008,8,CO2,Culex salinarius,1,1,0
California,06,San Bernardino,071,2008,8,CO2,Culex tarsalis,23,1964,0
California,06,San Bernardino,071,2008,8,GRAV,Culex pipiens,6,87,1
California,06,San Bernardino,071,2008,8,GRAV,Culex pipiens/quinquefasciatus/restuans,2,60,0
California,06,San Bernardino,071,2008,8,GRAV,Culex restuans,5,85,1
California,06,San Bernardino,071,2008,8,GRAV,Culex salinarius,3,3,0
California,06,San Joaquin,077,2008,8,CO2,Culex pipiens,3,91,0
California,06,San Joaquin,077,2008,8,CO2,Culex pipiens/quinquefasciatus/restuans,13,316,0
California,06,San Joaquin,077,2008,8,CO2,Culex tarsalis,5,340,0
California,06,San Joaquin,077,2008,8,GRAV,Culex pipiens,7,184,4
California,06,San Joaquin,077,2008,8,GRAV,Culex pipiens/quinquefasciatus/restuans,33,1145,3
California,06,San Joaquin,077,2008,8,GRAV,Culex restuans,1,3,0
California,06,Tulare,107,2008,8,GRAV,Culex pipiens,9,228,4
California,06,Tulare,107,2008,8,GRAV,Culex pipiens/quinquefasciatus/restuans,1,15,0
California,06,Tulare,107,2008,8,GRAV,Culex restuans,4,15,0
California,06,Fresno,019,2008,9,CO2,Culex pipiens,402,14112,37
California,06,Fresno,019,2008,9,CO2,Culex pipiens/quinquefasciatus/restuans,12,183,2
California,06,Fresno,019,2008,9,CO2,Culex quinquefasciatus,243,8667,25
California,06,Fresno,019,2008,9,CO2,Culex salinarius,11,254,0
California,06,Fresno,019,2008,9,CO2,Culex stigmatosoma,16,112,2
California,06,Fresno,019,2008,9,CO2,Culex tarsalis,559,18023,28
California,06,Fresno,019,2008,9,GRAV,Culex pipiens,38,332,2
California,06,Fresno,019,2008,9,GRAV,Culex pipiens/quinquefasciatus/restuans,51,1254,4
California,06,Fresno,019,2008,9,GRAV,Culex quinquefasciatus,144,4272,29
California,06,Fresno,019,2008,9,GRAV,Culex restuans,5,13,0
California,06,Fresno,019,2008,9,GRAV,Culex stigmatosoma,8,76,1
California,06,Fresno,019,2008,9,GRAV,Culex tarsalis,16,102,0
California,06,Fresno,019,2008,9,OTHER,Culex pipiens,4,39,0
California,06,Fresno,019,2008,9,OTHER,Culex restuans,6,30,1
California,06,Fresno,019,2008,9,OTHER,Culex stigmatosoma,2,100,0
California,06,Fresno,019,2008,9,OTHER,Culex tarsalis,8,332,0
California,06,Kern,029,2008,9,CO2,Culex pipiens,4,165,0
California,06,Kern,029,2008,9,CO2,Culex pipiens/quinquefasciatus/restuans,1,11,0
California,06,Kern,029,2008,9,CO2,Culex salinarius,7,496,0
California,06,Kern,029,2008,9,CO2,Culex tarsalis,7,267,0
California,06,Kern,029,2008,9,GRAV,Culex pipiens,23,349,4
California,06,Kern,029,2008,9,GRAV,Culex pipiens/quinquefasciatus/restuans,17,570,2
California,06,Kern,029,2008,9,GRAV,Culex restuans,9,31,0
California,06,Los Angeles,037,2008,9,CO2,Culex pipiens,30,423,0
California,06,Los Angeles,037,2008,9,CO2,Culex pipiens/quinquefasciatus/restuans,12,310,1
California,06,Los Angeles,037,2008,9,CO2,Culex quinquefasciatus,36,1009,5
California,06,Los Angeles,037,2008,9,CO2,Culex salinarius,5,112,0
California,06,Los Angeles,037,2008,9,CO2,Culex stigmatosoma,6,36,0
California,06,Los Angeles,037,2008,9,CO2,Culex tarsalis,75,2986,1
California,06,Los Angeles,037,2008,9,GRAV,Culex pipiens,14,387,3
California,06,Los Angeles,037,2008,9,GRAV,Culex pipiens/quinquefasciatus/restuans,21,456,1
California,06,Los Angeles,037,2008,9,GRAV,Culex quinquefasciatus,73,2356,19
California,06,Los Angeles,037,2008,9,GRAV,Culex restuans,8,60,0
California,06,Los Angeles,037,2008,9,GRAV,Culex stigmatosoma,4,84,1
California,06,Los Angeles,037,2008,9,OTHER,Culex pipiens,4,58,0
California,06,Los Angeles,037,2008,9,OTHER,Culex restuans,2,3,0
California,06,Los Angeles,037,2008,9,OTHER,Culex tarsalis,9,400,1
California,06,Merced,047,2008,9,CO2,Culex pipiens/quinquefasciatus/restuans,1,17,1
California,06,Merced,047,2008,9,CO2,Culex salinarius,1,1,0
California,06,Merced,047,2008,9,GRAV,Culex pipiens,9,261,7
California,06,Merced,047,2008,9,GRAV,Culex pipiens/quinquefasciatus/restuans,7,257,0
California,06,Merced,047,2008,9,GRAV,Culex restuans,6,24,0
California,06,Merced,047,2008,9,GRAV,Culex salinarius,1,1,0
California,06,Orange,059,2008,9,CO2,Culex pipiens,3,128,1
California,06,Orange,059,2008,9,CO2,Culex pipiens/quinquefasciatus/restuans,3,35,0
California,06,Orange,059,2008,9,CO2,Culex salinarius,8,473,0
California,06,Orange,059,2008,9,GRAV,Culex pipiens,1,14,1
California,06,Orange,059,2008,9,GRAV,Culex pipiens/quinquefasciatus/restuans,7,146,0
California,06,Placer,061,2008,9,CO2,Culex pipiens,1,13,0
California,06,Placer,061,2008,9,CO2,Culex pipiens/quinquefasciatus/restuans,10,235,0
California,06,Placer,061,2008,9,GRAV,Culex pipiens,12,246,3
California,06,Placer,061,2008,9,GRAV,Culex pipiens/quinquefasciatus/restuans,7,232,3
California,06,Placer,061,2008,9,GRAV,Culex restuans,6,70,0
California,06,Riverside,065,2008,9,CO2,Culex pipiens,1,3,0
California,06,Riverside,065,2008,9,CO2,Culex pipiens/quinquefasciatus/restuans,6,95,0
California,06,Riverside,065,2008,9,CO2,Culex restuans,1,1,0
California,06,Riverside,065,2008,9,CO2,Culex salinarius,2,105,0
California,06,Riverside,065,2008,9,GRAV,Culex pipiens,7,114,1
California,06,Riverside,065,2008,9,GRAV,Culex pipiens/quinquefasciatus/restuans,48,1620,4
California,06,Riverside,065,2008,9,GRAV,Culex restuans,6,33,0
California,06,Sacramento,067,2008,9,CO2,Culex pipiens,3,64,0
California,06,Sacramento,067,2008,9,CO2,Culex pipiens/quinquefasciatus/restuans,1,23,0
California,06,Sacramento,067,2008,9,CO2,Culex restuans,2,4,0
