state,statefp,county,countyfp,year,month,num_reported_deadbirds,num_tested_deadbirds,num_positive_dead_birds
California,06,San Joaquin,077,2010,8,14,9,5
California,06,Solano,095,2010,8,1,0,0
California,06,Stanislaus,099,2010,8,24,17,9
California,06,Tulare,107,2010,8,16,14,8
California,06,Fresno,019,2010,9,10,7,3
California,06,Kern,029,2010,9,6,4,0
California,06,Los Angeles,037,2010,9,40,32,11
California,06,Merced,047,2010,9,4,4,1
California,06,Orange,059,2010,9,10,8,3
California,06,Placer,061,2010,9,12,8,1
California,06,Riverside,065,2010,9,5,1,1
California,06,Sacramento,067,2010,9,50,39,23
California,06,San Bernardino,071,2010,9,9,8,5
California,06,San Joaquin,077,2010,9,9,8,1
California,06,Solano,095,2010,9,2,0,0
California,06,Stanislaus,099,2010,9,8,7,4
California,06,Tulare,107,2010,9,10,10,7
California,06,Fresno,019,2010,10,1,0,0
California,06,Kern,029,2010,10,3,1,1
California,06,Los Angeles,037,2010,10,21,12,3
California,06,Merced,047,2010,10,1,1,0
California,06,Orange,059,2010,10,11,11,3
California,06,Placer,061,2010,10,5,4,2
California,06,Riverside,065,2010,10,1,1,0
California,06,Sacramento,067,2010,10,14,12,1
California,06,San Bernardino,071,2010,10,3,1,1
California,06,Solano,095,2010,10,1,1,1
California,06,Stanislaus,099,2010,10,7,7,2
California,06,Kern,029,2010,11,3,3,1
California,06,Los Angeles,037,2010,11,10,8,2
California,06,Orange,059,2010,11,12,11,1
California,06,Sacramento,067,2010,11,9,7,0
California,06,Kern,029,2010,12,1,1,0
California,06,Los Angeles,037,2010,12,1,1,0
California,06,Orange,059,2010,12,6,2,1
California,06,Sacramento,067,2010,12,14,7,0
California,06,Kern,029,2011,1,1,1,0
California,06,Los Angeles,037,2011,1,4,3,0
California,06,Orange,059,2011,1,8,8,0
California,06,Sacramento,067,2011,1,7,6,0
California,06,San Bernardino,071,2011,1,3,3,0
California,06,Los Angeles,037,2011,2,6,5,0
California,06,Orange,059,2011,2,5,2,0
California,06,Sacramento,067,2011,2,9,8,1
California,06,Fresno,019,2011,3,3,3,0
California,06,Los Angeles,037,2011,3,7,4,0
California,06,Merced,047,2011,3,1,0,0
California,06,Orange,059,2011,3,6,6,0
California,06,Placer,061,2011,3,2,2,0
California,06,Riverside,065,2011,3,2,1,0
California,06,Sacramento,067,2011,3,39,30,0
California,06,San Bernardino,071,2011,3,3,3,0
California,06,San Joaquin,077,2011,3,2,1,0
California,06,Stanislaus,099,2011,3,1,1,0
California,06,Fresno,019,2011,4,7,4,0
California,06,Kern,029,2011,4,2,2,0
California,06,Los Angeles,037,2011,4,13,9,0
California,06,Merced,047,2011,4,2,0,0
California,06,Orange,059,2011,4,14,14,1
California,06,Placer,061,2011,4,8,7,0
California,06,Riverside,065,2011,4,2,1,0
California,06,Sacramento,067,2011,4,53,44,0
California,06,San Bernardino,071,2011,4,12,9,0
California,06,San Joaquin,077,2011,4,12,12,0
California,06,Stanislaus,099,2011,4,14,10,0
California,06,Tulare,107,2011,4,3,1,0
California,06,Fresno,019,2011,5,12,8,0
California,06,Kern,029,2011,5,14,10,0
California,06,Los Angeles,037,2011,5,46,33,1
California,06,Merced,047,2011,5,3,2,0
California,06,Orange,059,2011,5,30,25,1
California,06,Placer,061,2011,5,3,1,0
California,06,Riverside,065,2011,5,2,2,0
California,06,Sacramento,067,2011,5,56,44,0
California,06,San Bernardino,071,2011,5,20,17,0
California,06,San Joaquin,077,2011,5,9,9,0
California,06,Solano,095,2011,5,5,1,0
California,06,Stanislaus,099,2011,5,6,6,0
California,06,Tulare,107,2011,5,8,7,2
California,06,Fresno,019,2011,6,27,13,0
California,06,Kern,029,2011,6,18,17,0
California,06,Los Angeles,037,2011,6,43,37,14
California,06,Merced,047,2011,6,10,4,0
California,06,Orange,059,2011,6,40,26,2
California,06,Placer,061,2011,6,6,4,0
California,06,Riverside,065,2011,6,5,4,1
California,06,Sacramento,067,2011,6,60,49,0
California,06,San Bernardino,071,2011,6,12,8,0
California,06,San Joaquin,077,2011,6,3,2,0
California,06,Solano,095,2011,6,4,2,0
California,06,Stanislaus,099,2011,6,14,13,0
California,06,Tulare,107,2011,6,31,20,7
California,06,Fresno,019,2011,7,13,9,6
California,06,Kern,029,2011,7,3,1,0
California,06,Los Angeles,037,2011,7,88,75,45
California,06,Merced,047,2011,7,1,0,0
California,06,Orange,059,2011,7,21,16,6
California,06,Placer,061,2011,7,10,6,1
California,06,Riverside,065,2011,7,5,1,0
California,06,Sacramento,067,2011,7,84,58,19
California,06,San Bernardino,071,2011,7,12,11,1
California,06,San Joaquin,077,2011,7,13,7,3
California,06,Solano,095,2011,7,5,2,0
California,06,Stanislaus,099,2011,7,8,7,3
California,06,Tulare,107,2011,7,31,25,18
California,06,Fresno,019,2011,8,14,9,6
California,06,Kern,029,2011,8,9,5,3
California,06,Los Angeles,037,2011,8,154,134,98
California,06,Merced,047,2011,8,13,7,2
California,06,Orange,059,2011,8,30,21,8
California,06,Placer,061,2011,8,16,10,2
California,06,Riverside,065,2011,8,12,10,2
California,06,Sacramento,067,2011,8,125,89,50
California,06,San Bernardino,071,2011,8,38,31,15
California,06,San Joaquin,077,2011,8,23,21,9
California,06,Stanislaus,099,2011,8,21,13,6
California,06,Tulare,107,2011,8,13,10,8
California,06,Fresno,019,2011,9,6,5,3
California,06,Kern,029,2011,9,2,2,0
California,06,Los Angeles,037,2011,9,114,89,55
California,06,Merced,047,2011,9,14,7,6
California,06,Orange,059,2011,9,36,34,21
California,06,Placer,061,2011,9,12,12,6
California,06,Riverside,065,2011,9,10,5,3
California,06,Sacramento,067,2011,9,102,72,53
California,06,San Bernardino,071,2011,9,22,16,14
California,06,San Joaquin,077,2011,9,22,15,10
California,06,Solano,095,2011,9,2,1,0
California,06,Stanislaus,099,2011,9,21,16,13
California,06,Tulare,107,2011,9,19,14,5
California,06,Fresno,019,2011,10,4,1,0
California,06,Kern,029,2011,10,8,7,0
California,06,Los Angeles,037,2011,10,46,37,12
California,06,Merced,047,2011,10,9,5,1
California,06,Orange,059,2011,10,22,19,8
California,06,Placer,061,2011,10,8,6,1
California,06,Riverside,065,2011,10,4,4,1
California,06,Sacramento,067,2011,10,48,36,11
California,06,San Bernardino,071,2011,10,10,7,3
California,06,San Joaquin,077,2011,10,10,6,5
California,06,Solano,095,2011,10,1,1,1
California,06,Stanislaus,099,2011,10,4,2,2
California,06,Tulare,107,2011,10,3,3,2
California,06,Kern,029,2011,11,6,5,1
California,06,Los Angeles,037,2011,11,8,6,1
California,06,Orange,059,2011,11,13,13,1
California,06,Placer,061,2011,11,3,3,0
California,06,Riverside,065,2011,11,5,3,0
California,06,Sacramento,067,2011,11,34,27,0
California,06,San Bernardino,071,2011,11,23,5,0
California,06,San Joaquin,077,2011,11,4,0,0
California,06,Kern,029,2011,12,5,5,0
California,06,Los Angeles,037,2011,12,13,8,1
California,06,Orange,059,2011,12,17,17,2
California,06,Placer,061,2011,12,4,4,0
California,06,Riverside,065,2011,12,2,2,0
California,06,Sacramento,067,2011,12,9,7,0
California,06,San Bernardino,071,2011,12,5,2,0
California,06,San Joaquin,077,2011,12,1,0,0
California,06,Los Angeles,037,2012,1,11,7,0
California,06,Orange,059,2012,1,4,4,0
California,06,Placer,061,2012,1,3,3,0
California,06,Sacramento,067,2012,1,15,14,1
California,06,San Bernardino,071,2012,1,10,1,0
California,06,San Joaquin,077,2012,1,3,0,0
California,06,Kern,029,2012,2,9,6,0
California,06,Los Angeles,037,2012,2,9,6,1
California,06,Orange,059,2012,2,12,12,0
California,06,Placer,061,2012,2,10,8,0
California,06,Riverside,065,2012,2,1,1,0
California,06,Sacramento,067,2012,2,66,48,0
California,06,San Bernardino,071,2012,2,2,0,0
California,06,San Joaquin,077,2012,2,4,3,0
California,06,Fresno,019,2012,3,7,7,0
California,06,Kern,029,2012,3,7,4,0
California,06,Los Angeles,037,2012,3,16,11,0
California,06,Merced,047,2012,3,3,0,0
California,06,Orange,059,2012,3,11,11,0
California,06,Placer,061,2012,3,11,7,0
California,06,Riverside,065,2012,3,2,2,0
California,06,Sacramento,067,2012,3,51,42,0
California,06,San Bernardino,071,2012,3,2,2,0
California,06,San Joaquin,077,2012,3,5,5,0
California,06,Stanislaus,099,2012,3,2,1,0
California,06,Tulare,107,2012,3,3,3,0
California,06,Fresno,019,2012,4,5,2,0
California,06,Kern,029,2012,4,5,4,0
California,06,Los Angeles,037,2012,4,21,16,0
California,06,Orange,059,2012,4,12,11,0
California,06,Placer,061,2012,4,11,8,0
California,06,Riverside,065,2012,4,2,0,0
California,06,Sacramento,067,2012,4,41,27,1
California,06,San Bernardino,071,2012,4,4,1,0
California,06,San Joaquin,077,2012,4,6,6,0
California,06,Solano,095,2012,4,3,1,0
California,06,Stanislaus,099,2012,4,4,0,0
California,06,Tulare,107,2012,4,3,3,0
California,06,Fresno,019,2012,5,6,2,0
California,06,Kern,029,2012,5,11,5,0
California,06,Los Angeles,037,2012,5,37,29,1
California,06,Merced,047,2012,5,9,5,1
California,06,Orange,059,2012,5,29,29,0
California,06,Placer,061,2012,5,53,38,0
California,06,Riverside,065,2012,5,9,6,0
California,06,Sacramento,067,2012,5,243,150,24
California,06,San Bernardino,071,2012,5,11,7,0
California,06,San Joaquin,077,2012,5,31,26,5
California,06,Solano,095,2012,5,2,1,0
California,06,Stanislaus,099,2012,5,16,13,2
California,06,Tulare,107,2012,5,21,13,0
California,06,Fresno,019,2012,6,16,13,7
California,06,Kern,029,2012,6,23,16,4
California,06,Los Angeles,037,2012,6,60,54,6
California,06,Merced,047,2012,6,16,11,7
California,06,Orange,059,2012,6,33,33,1
California,06,Placer,061,2012,6,64,56,1
California,06,Riverside,065,2012,6,6,3,1
California,06,Sacramento,067,2012,6,506,277,171
California,06,San Bernardino,071,2012,6,17,10,0
California,06,San Joaquin,077,2012,6,28,23,11
California,06,Solano,095,2012,6,25,15,7
California,06,Stanislaus,099,2012,6,47,36,10
California,06,Tulare,107,2012,6,46,32,16
California,06,Fresno,019,2012,7,10,7,3
California,06,Kern,029,2012,7,11,9,8
California,06,Los Angeles,037,2012,7,84,63,27
California,06,Merced,047,2012,7,18,9,6
California,06,Orange,059,2012,7,44,43,5
California,06,Placer,061,2012,7,78,55,14
California,06,Riverside,065,2012,7,7,6,1
California,06,Sacramento,067,2012,7,422,185,133
California,06,San Bernardino,071,2012,7,23,19,4
California,06,San Joaquin,077,2012,7,39,31,18
California,06,Solano,095,2012,7,22,15,9
California,06,Stanislaus,099,2012,7,25,19,12
California,06,Tulare,107,2012,7,43,30,24
California,06,Fresno,019,2012,8,18,12,7
California,06,Kern,029,2012,8,10,6,2
California,06,Los Angeles,037,2012,8,155,110,72
California,06,Merced,047,2012,8,31,22,20
California,06,Orange,059,2012,8,65,64,28
California,06,Placer,061,2012,8,87,62,29
California,06,Riverside,065,2012,8,7,4,1
California,06,Sacramento,067,2012,8,203,144,113
California,06,San Bernardino,071,2012,8,42,27,16
California,06,San Joaquin,077,2012,8,24,22,11
California,06,Solano,095,2012,8,10,9,5
California,06,Stanislaus,099,2012,8,35,20,13
California,06,Tulare,107,2012,8,19,11,6
California,06,Fresno,019,2012,9,17,13,7
California,06,Kern,029,2012,9,6,5,0
California,06,Los Angeles,037,2012,9,179,139,98
California,06,Merced,047,2012,9,16,10,7
California,06,Orange,059,2012,9,65,65,36
California,06,Placer,061,2012,9,60,41,14
California,06,Riverside,065,2012,9,5,3,0
California,06,Sacramento,067,2012,9,27,22,21
California,06,San Bernardino,071,2012,9,34,29,13
California,06,San Joaquin,077,2012,9,19,18,11
California,06,Solano,095,2012,9,11,8,7
California,06,Stanislaus,099,2012,9,21,13,12
California,06,Tulare,107,2012,9,12,11,6
California,06,Fresno,019,2012,10,8,4,1
California,06,Kern,029,2012,10,1,1,0
California,06,Los Angeles,037,2012,10,123,94,55
California,06,Merced,047,2012,10,4,3,1
California,06,Orange,059,2012,10,49,49,18
California,06,Placer,061,2012,10,35,22,3
California,06,Riverside,065,2012,10,4,2,1
California,06,San Bernardino,071,2012,10,19,17,6
California,06,San Joaquin,077,2012,10,9,6,1
California,06,Stanislaus,099,2012,10,13,10,2
California,06,Tulare,107,2012,10,11,7,2
California,06,Kern,029,2012,11,1,0,0
California,06,Los Angeles,037,2012,11,37,26,11
California,06,Orange,059,2012,11,26,26,2
California,06,Placer,061,2012,11,16,13,0
California,06,Riverside,065,2012,11,3,3,1
California,06,Sacramento,067,2012,11,39,27,2
California,06,San Bernardino,071,2012,11,8,7,0
California,06,San Joaquin,077,2012,11,9,5,1
California,06,Tulare,107,2012,11,2,0,0
California,06,Kern,029,2012,12,2,2,0
California,06,Los Angeles,037,2012,12,3,2,0
California,06,Orange,059,2012,12,4,4,0
California,06,Placer,061,2012,12,10,8,0
California,06,Riverside,065,2012,12,2,2,0
California,06,Sacramento,067,2012,12,32,24,0
California,06,San Bernardino,071,2012,12,2,1,0
California,06,San Joaquin,077,2012,12,1,0,0
California,06,Tulare,107,2012,12,2,0,0
California,06,Kern,029,2013,1,1,1,0
California,06,Los Angeles,037,2013,1,9,5,0
California,06,Orange,059,2013,1,9,9,0
California,06,Placer,061,2013,1,13,9,0
California,06,Riverside,065,2013,1,6,2,0
California,06,Sacramento,067,2013,1,24,18,0
California,06,San Bernardino,071,2013,1,3,3,0
California,06,San Joaquin,077,2013,1,9,8,0
California,06,Kern,029,2013,2,4,3,0
California,06,Los Angeles,037,2013,2,5,4,1
California,06,Orange,059,2013,2,17,17,0
California,06,Placer,061,2013,2,15,13,0
California,06,Riverside,065,2013,2,1,0,0
California,06,Sacramento,067,2013,2,44,29,0
California,06,San Bernardino,071,2013,2,4,4,0
California,06,Fresno,019,2013,3,4,4,0
California,06,Kern,029,2013,3,4,3,0
California,06,Los Angeles,037,2013,3,14,11,0
California,06,Merced,047,2013,3,1,0,0
California,06,Orange,059,2013,3,12,12,0
California,06,Placer,061,2013,3,11,7,0
California,06,Riverside,065,2013,3,2,2,0
California,06,Sacramento,067,2013,3,42,29,0
California,06,San Bernardino,071,2013,3,5,3,0
California,06,San Joaquin,077,2013,3,1,1,0
California,06,Solano,095,2013,3,1,0,0
California,06,Stanislaus,099,2013,3,1,0,0
California,06,Tulare,107,2013,3,4,4,0
California,06,Fresno,019,2013,4,7,5,0
California,06,Kern,029,2013,4,4,3,0
California,06,Los Angeles,037,2013,4,19,12,0
California,06,Merced,047,2013,4,3,1,0
California,06,Orange,059,2013,4,10,10,0
California,06,Placer,061,2013,4,6,6,0
California,06,Riverside,065,2013,4,4,2,0
California,06,Sacramento,067,2013,4,58,36,0
California,06,San Bernardino,071,2013,4,10,10,0
California,06,San Joaquin,077,2013,4,5,3,0
California,06,Stanislaus,099,2013,4,3,1,0
California,06,Tulare,107,2013,4,4,4,0
California,06,Fresno,019,2013,5,17,13,1
California,06,Kern,029,2013,5,6,3,0
California,06,Los Angeles,037,2013,5,64,45,6
California,06,Merced,047,2013,5,13,9,3
California,06,Orange,059,2013,5,34,33,1
California,06,Placer,061,2013,5,17,13,0
California,06,Riverside,065,2013,5,4,3,0
California,06,Sacramento,067,2013,5,83,56,2
California,06,San Bernardino,071,2013,5,16,12,0
California,06,San Joaquin,077,2013,5,16,12,2
California,06,Solano,095,2013,5,7,6,0
California,06,Stanislaus,099,2013,5,16,9,0
California,06,Tulare,107,2013,5,10,6,0
California,06,Fresno,019,2013,6,24,14,3
California,06,Kern,029,2013,6,2,2,1
California,06,Los Angeles,037,2013,6,96,85,42
California,06,Merced,047,2013,6,24,16,10
California,06,Orange,059,2013,6,64,63,1
California,06,Placer,061,2013,6,36,25,2
California,06,Riverside,065,2013,6,3,0,0
California,06,Sacramento,067,2013,6,107,65,15
California,06,San Bernardino,071,2013,6,11,9,1
California,06,San Joaquin,077,2013,6,17,14,2
California,06,Solano,095,2013,6,7,3,2
California,06,Stanislaus,099,2013,6,16,7,3
California,06,Tulare,107,2013,6,7,4,0
California,06,Fresno,019,2013,7,22,19,2
California,06,Kern,029,2013,7,9,4,1
California,06,Los Angeles,037,2013,7,219,188,146
California,06,Merced,047,2013,7,28,14,11
California,06,Orange,059,2013,7,45,36,2
California,06,Placer,061,2013,7,63,47,12
California,06,Riverside,065,2013,7,20,18,11
California,06,Sacramento,067,2013,7,131,108,73
California,06,San Bernardino,071,2013,7,20,17,6
California,06,San Joaquin,077,2013,7,31,25,17
California,06,Solano,095,2013,7,11,7,6
California,06,Stanislaus,099,2013,7,17,13,5
California,06,Tulare,107,2013,7,8,7,2
California,06,Fresno,019,2013,8,13,6,2
California,06,Kern,029,2013,8,2,2,0
California,06,Los Angeles,037,2013,8,204,145,99
California,06,Merced,047,2013,8,15,15,10
California,06,Orange,059,2013,8,56,56,19
California,06,Placer,061,2013,8,38,27,14
California,06,Riverside,065,2013,8,12,9,7
California,06,Sacramento,067,2013,8,119,77,47
California,06,San Bernardino,071,2013,8,33,28,16
California,06,San Joaquin,077,2013,8,25,16,7
California,06,Solano,095,2013,8,10,5,3
California,06,Stanislaus,099,2013,8,9,8,5
California,06,Tulare,107,2013,8,4,4,1
California,06,Fresno,019,2013,9,4,3,2
California,06,Los Angeles,037,2013,9,25,13,10
California,06,Merced,047,2013,9,5,5,5
California,06,Orange,059,2013,9,29,29,9
California,06,Placer,061,2013,9,34,26,10
California,06,Riverside,065,2013,9,7,6,4
California,06,Sacramento,067,2013,9,83,33,33
California,06,San Bernardino,071,2013,9,17,14,14
California,06,San Joaquin,077,2013,9,13,10,5
California,06,Solano,095,2013,9,7,5,4
California,06,Stanislaus,099,2013,9,1,0,0
California,06,Tulare,107,2013,9,3,3,3
California,06,Fresno,019,2013,10,2,1,1
California,06,Los Angeles,037,2013,10,15,10,7
California,06,Orange,059,2013,10,36,36,9
California,06,Placer,061,2013,10,10,8,1
California,06,Riverside,065,2013,10,1,0,0
California,06,Sacramento,067,2013,10,54,9,9
California,06,San Bernardino,071,2013,10,2,1,1
California,06,San Joaquin,077,2013,10,3,2,1
California,06,Solano,095,2013,10,3,0,0
California,06,Tulare,107,2013,10,3,3,1
California,06,Fresno,019,2013,11,2,2,1
California,06,Los Angeles,037,2013,11,3,3,2
California,06,Orange,059,2013,11,15,15,1
California,06,Placer,061,2013,11,6,5,0
California,06,San Bernardino,071,2013,11,1,0,0
California,06,Los Angeles,037,2013,12,1,1,0
California,06,Orange,059,2013,12,12,12,1
California,06,Placer,061,2013,12,3,3,0
California,06,Los Angeles,037,2014,1,2,0,0
California,06,Orange,059,2014,1,12,11,0
California,06,Placer,061,2014,1,7,6,0
California,06,San Joaquin,077,2014,1,1,1,1
California,06,Los Angeles,037,2014,2,4,3,2
California,06,Orange,059,2014,2,13,13,0
California,06,Placer,061,2014,2,4,2,0
California,06,Riverside,065,2014,2,1,0,0
California,06,Sacramento,067,2014,2,1,0,0
California,06,San Bernardino,071,2014,2,1,1,0
California,06,San Joaquin,077,2014,2,1,1,0
California,06,Solano,095,2014,2,1,0,0
California,06,Fresno,019,2014,3,2,0,0
California,06,Los Angeles,037,2014,3,3,2,0
California,06,Orange,059,2014,3,5,5,0
California,06,Placer,061,2014,3,3,0,0
California,06,San Bernardino,071,2014,3,2,2,0
California,06,San Joaquin,077,2014,3,1,1,0
California,06,Stanislaus,099,2014,3,1,0,0
California,06,Los Angeles,037,2014,4,2,1,0
California,06,Orange,059,2014,4,10,10,0
California,06,Placer,061,2014,4,8,2,0
California,06,Sacramento,067,2014,4,24,20,0
California,06,San Bernardino,071,2014,4,10,6,2
California,06,San Joaquin,077,2014,4,5,5,0
California,06,Solano,095,2014,4,2,2,0
California,06,Stanislaus,099,2014,4,1,0,0
California,06,Tulare,107,2014,4,7,6,0
California,06,Fresno,019,2014,5,4,2,2
California,06,Kern,029,2014,5,1,1,0
California,06,Los Angeles,037,2014,5,22,7,0
California,06,Merced,047,2014,5,1,1,0
California,06,Orange,059,2014,5,35,32,6
California,06,Placer,061,2014,5,14,11,0
California,06,Riverside,065,2014,5,6,6,0
California,06,Sacramento,067,2014,5,99,74,1
California,06,San Bernardino,071,2014,5,2,2,0
California,06,San Joaquin,077,2014,5,14,8,0
California,06,Solano,095,2014,5,4,3,2
California,06,Stanislaus,099,2014,5,6,4,3
California,06,Tulare,107,2014,5,17,14,11
California,06,Fresno,019,2014,6,4,3,1
California,06,Los Angeles,037,2014,6,21,9,1
California,06,Merced,047,2014,6,10,1,0
California,06,Orange,059,2014,6,34,22,11
California,06,Placer,061,2014,6,51,35,4
California,06,Riverside,065,2014,6,5,3,0
California,06,Sacramento,067,2014,6,174,134,59
California,06,San Bernardino,071,2014,6,4,3,1
California,06,San Joaquin,077,2014,6,23,15,7
California,06,Solano,095,2014,6,19,15,9
California,06,Stanislaus,099,2014,6,24,12,7
California,06,Tulare,107,2014,6,23,19,17
California,06,Fresno,019,2014,7,7,5,5
California,06,Kern,029,2014,7,3,2,2
California,06,Los Angeles,037,2014,7,32,25,9
California,06,Merced,047,2014,7,6,1,0
California,06,Orange,059,2014,7,106,103,74
California,06,Placer,061,2014,7,62,46,13
California,06,Riverside,065,2014,7,2,1,0
California,06,Sacramento,067,2014,7,225,183,128
California,06,San Bernardino,071,2014,7,9,9,5
California,06,San Joaquin,077,2014,7,33,20,18
California,06,Solano,095,2014,7,27,21,17
California,06,Stanislaus,099,2014,7,29,18,11
California,06,Tulare,107,2014,7,13,9,7
California,06,Fresno,019,2014,8,6,1,1
California,06,Kern,029,2014,8,1,1,1
California,06,Los Angeles,037,2014,8,61,45,36
California,06,Merced,047,2014,8,6,2,2
California,06,Orange,059,2014,8,195,191,155
California,06,Placer,061,2014,8,40,26,18
California,06,Riverside,065,2014,8,5,3,1
California,06,Sacramento,067,2014,8,86,75,67
California,06,San Bernardino,071,2014,8,9,7,5
California,06,San Joaquin,077,2014,8,32,25,15
California,06,Solano,095,2014,8,8,6,4
California,06,Stanislaus,099,2014,8,30,22,16
California,06,Tulare,107,2014,8,14,10,5
California,06,Fresno,019,2014,9,3,1,0
California,06,Los Angeles,037,2014,9,64,49,40
California,06,Merced,047,2014,9,7,7,6
California,06,Orange,059,2014,9,162,162,118
California,06,Placer,061,2014,9,21,14,4
California,06,Riverside,065,2014,9,1,0,0
California,06,Sacramento,067,2014,9,51,40,34
California,06,San Bernardino,071,2014,9,11,9,4
California,06,San Joaquin,077,2014,9,16,14,11
California,06,Solano,095,2014,9,1,1,1
California,06,Stanislaus,099,2014,9,17,15,10
California,06,Tulare,107,2014,9,1,0,0
California,06,Los Angeles,037,2014,10,18,14,11
California,06,Merced,047,2014,10,2,0,0
California,06,Orange,059,2014,10,101,97,58
California,06,Placer,061,2014,10,15,10,1
California,06,Riverside,065,2014,10,1,1,0
California,06,Sacramento,067,2014,10,10,9,5
California,06,San Bernardino,071,2014,10,3,2,0
California,06,San Joaquin,077,2014,10,9,4,1
California,06,Stanislaus,099,2014,10,2,0,0
California,06,Orange,059,2014,11,49,40,9
California,06,Placer,061,2014,11,4,4,0
California,06,Riverside,065,2014,11,1,1,0
California,06,San Bernardino,071,2014,11,2,1,0
California,06,Los Angeles,037,2014,12,1,0,0
California,06,Orange,059,2014,12,19,19,0
California,06,Placer,061,2014,12,7,6,0
California,06,Orange,059,2015,1,11,11,0
California,06,Placer,061,2015,1,9,8,0
California,06,Orange,059,2015,2,15,15,0
California,06,Placer,061,2015,2,11,11,0
California,06,Sacramento,067,2015,2,1,0,0
California,06,San Bernardino,071,2015,2,1,1,0
California,06,Orange,059,2015,3,9,9,0
California,06,Placer,061,2015,3,19,16,0
California,06,San Bernardino,071,2015,3,2,2,0
California,06,San Joaquin,077,2015,3,2,2,0
California,06,Los Angeles,037,2015,4,5,5,0
California,06,Merced,047,2015,4,1,1,0
California,06,Orange,059,2015,4,15,15,0
California,06,Placer,061,2015,4,18,13,0
California,06,Riverside,065,2015,4,1,1,0
California,06,Sacramento,067,2015,4,18,14,0
California,06,San Bernardino,071,2015,4,7,5,0
California,06,San Joaquin,077,2015,4,11,5,0
California,06,Solano,095,2015,4,2,0,0
California,06,Stanislaus,099,2015,4,2,2,0
California,06,Tulare,107,2015,4,4,4,0
California,06,Fresno,019,2015,5,4,2,0
California,06,Los Angeles,037,2015,5,17,11,0
California,06,Merced,047,2015,5,6,4,0
California,06,Orange,059,2015,5,40,40,0
California,06,Placer,061,2015,5,32,27,0
California,06,Riverside,065,2015,5,4,3,2
California,06,Sacramento,067,2015,5,91,75,0
California,06,San Bernardino,071,2015,5,7,6,1
California,06,San Joaquin,077,2015,5,12,8,0
California,06,Solano,095,2015,5,5,2,1
California,06,Stanislaus,099,2015,5,20,17,1
California,06,Tulare,107,2015,5,6,5,1
California,06,Fresno,019,2015,6,4,2,0
California,06,Los Angeles,037,2015,6,24,18,2
California,06,Merced,047,2015,6,3,1,0
California,06,Orange,059,2015,6,45,45,5
California,06,Placer,061,2015,6,39,25,0
California,06,Riverside,065,2015,6,9,7,4
California,06,Sacramento,067,2015,6,120,69,7
California,06,San Bernardino,071,2015,6,12,6,1
California,06,San Joaquin,077,2015,6,16,12,1
California,06,Solano,095,2015,6,3,2,0
California,06,Stanislaus,099,2015,6,13,9,3
California,06,Tulare,107,2015,6,15,12,10
California,06,Fresno,019,2015,7,2,2,0
California,06,Kern,029,2015,7,2,1,1
California,06,Los Angeles,037,2015,7,9,8,1
California,06,Merced,047,2015,7,10,4,1
California,06,Orange,059,2015,7,54,54,5
California,06,Placer,061,2015,7,26,17,4
California,06,Riverside,065,2015,7,19,17,14
California,06,Sacramento,067,2015,7,93,60,20
California,06,San Bernardino,071,2015,7,4,3,2
California,06,San Joaquin,077,2015,7,16,13,6
California,06,Solano,095,2015,7,5,4,3
California,06,Stanislaus,099,2015,7,11,7,5
California,06,Tulare,107,2015,7,19,13,8
California,06,Fresno,019,2015,8,3,3,3
California,06,Los Angeles,037,2015,8,24,21,15
California,06,Merced,047,2015,8,1,0,0
California,06,Orange,059,2015,8,60,60,22
California,06,Placer,061,2015,8,38,26,7
California,06,Riverside,065,2015,8,42,34,28
California,06,Sacramento,067,2015,8,100,73,41
California,06,San Bernardino,071,2015,8,15,13,13
California,06,San Joaquin,077,2015,8,15,10,5
California,06,Solano,095,2015,8,7,3,3
California,06,Stanislaus,099,2015,8,10,6,4
California,06,Tulare,107,2015,8,9,8,3
California,06,Fresno,019,2015,9,1,1,0
California,06,Los Angeles,037,2015,9,50,34,29
California,06,Merced,047,2015,9,5,1,1
California,06,Orange,059,2015,9,68,68,24
California,06,Placer,061,2015,9,40,31,10
California,06,Riverside,065,2015,9,35,30,25
California,06,Sacramento,067,2015,9,67,49,26
California,06,San Bernardino,071,2015,9,14,10,6
California,06,San Joaquin,077,2015,9,12,11,4
California,06,Solano,095,2015,9,5,2,2
California,06,Stanislaus,099,2015,9,6,2,0
California,06,Tulare,107,2015,9,1,1,0
California,06,Fresno,019,2015,10,2,0,0
California,06,Los Angeles,037,2015,10,41,31,24
California,06,Merced,047,2015,10,4,2,1
California,06,Orange,059,2015,10,57,57,20
California,06,Placer,061,2015,10,14,11,0
California,06,Riverside,065,2015,10,15,15,9
California,06,Sacramento,067,2015,10,25,23,9
California,06,San Bernardino,071,2015,10,4,3,2
California,06,San Joaquin,077,2015,10,9,7,2
California,06,Solano,095,2015,10,2,1,1
California,06,Stanislaus,099,2015,10,2,1,1
California,06,Tulare,107,2015,10,1,1,1
California,06,Los Angeles,037,2015,11,31,31,27
California,06,Orange,059,2015,11,32,31,7
California,06,Placer,061,2015,11,6,5,0
California,06,Riverside,065,2015,11,3,3,0
California,06,Los Angeles,037,2015,12,8,7,5
California,06,Orange,059,2015,12,24,24,0
California,06,Placer,061,2015,12,5,3,0
California,06,Tulare,107,2015,12,1,0,0
California,06,Los Angeles,037,2016,1,1,0,0
