state,statefp,county,countyfp,year,month,num_positive_dead_birds
California,06,Placer,061,2018,7,13
California,06,Riverside,065,2018,7,1
California,06,Sacramento,067,2018,7,128
California,06,San Joaquin,077,2018,7,4
California,06,Los Angeles,037,2018,8,5
California,06,Orange,059,2018,8,4
California,06,Placer,061,2018,8,24
California,06,Riverside,065,2018,8,2
California,06,Sacramento,067,2018,8,76
California,06,San Joaquin,077,2018,8,6
California,06,Kern,029,2018,9,1
California,06,Los Angeles,037,2018,9,8
California,06,Orange,059,2018,9,6
California,06,Placer,061,2018,9,6
California,06,Sacramento,067,2018,9,14
California,06,San Joaquin,077,2018,9,3
California,06,Los Angeles,037,2018,10,3
California,06,Orange,059,2018,10,4
California,06,Placer,061,2018,10,1
California,06,Riverside,065,2018,10,1
California,06,Sacramento,067,2018,10,2
California,06,San Joaquin,077,2018,10,2
California,06,Orange,059,2018,11,1
California,06,Orange,059,2018,12,2
California,06,Orange,059,2019,5,1
California,06,Fresno,019,2019,6,2
California,06,Los Angeles,037,2019,6,2
California,06,Orange,059,2019,6,6
California,06,San Joaquin,077,2019,6,2
California,06,Tulare,107,2019,6,4
California,06,Fresno,019,2019,7,5
California,06,Los Angeles,037,2019,7,4
California,06,Merced,047,2019,7,1
California,06,Orange,059,2019,7,2
California,06,Sacramento,067,2019,7,8
California,06,San Joaquin,077,2019,7,1
California,06,Stanislaus,099,2019,7,1
California,06,Tulare,107,2019,7,5
California,06,Fresno,019,2019,8,3
California,06,Kern,029,2019,8,2
California,06,Los Angeles,037,2019,8,8
California,06,Merced,047,2019,8,1
California,06,Orange,059,2019,8,5
California,06,Placer,061,2019,8,2
California,06,Sacramento,067,2019,8,21
California,06,San Bernardino,071,2019,8,1
California,06,San Joaquin,077,2019,8,2
California,06,Stanislaus,099,2019,8,3
California,06,Tulare,107,2019,8,7
California,06,Los Angeles,037,2019,9,25
California,06,Merced,047,2019,9,1
California,06,Orange,059,2019,9,24
California,06,Placer,061,2019,9,1
California,06,Riverside,065,2019,9,3
California,06,Sacramento,067,2019,9,14
California,06,San Bernardino,071,2019,9,3
California,06,Tulare,107,2019,9,1
California,06,Los Angeles,037,2019,10,10
California,06,Orange,059,2019,10,8
California,06,Riverside,065,2019,10,2
California,06,Sacramento,067,2019,10,1
California,06,Tulare,107,2019,10,1
California,06,Los Angeles,037,2019,11,3
California,06,Orange,059,2019,11,4
California,06,Los Angeles,037,2019,12,1
California,06,Sacramento,067,2020,5,1
California,06,San Joaquin,077,2020,5,1
California,06,Fresno,019,2020,6,3
California,06,Los Angeles,037,2020,6,4
California,06,Merced,047,2020,6,1
California,06,Orange,059,2020,6,1
California,06,Sacramento,067,2020,6,8
California,06,Stanislaus,099,2020,6,4
California,06,Fresno,019,2020,7,1
California,06,Los Angeles,037,2020,7,12
California,06,Merced,047,2020,7,1
California,06,Orange,059,2020,7,7
California,06,Riverside,065,2020,7,1
California,06,Sacramento,067,2020,7,28
California,06,Solano,095,2020,7,1
California,06,Tulare,107,2020,7,1
California,06,Fresno,019,2020,8,1
California,06,Los Angeles,037,2020,8,33
California,06,Orange,059,2020,8,18
California,06,Placer,061,2020,8,1
California,06,Riverside,065,2020,8,1
California,06,Sacramento,067,2020,8,34
California,06,San Joaquin,077,2020,8,1
California,06,Los Angeles,037,2020,9,36
California,06,Orange,059,2020,9,13
California,06,Placer,061,2020,9,1
California,06,Sacramento,067,2020,9,14
California,06,San Joaquin,077,2020,9,2
California,06,Tulare,107,2020,9,2
California,06,Los Angeles,037,2020,10,17
California,06,Orange,059,2020,10,7
California,06,Placer,061,2020,10,1
California,06,Sacramento,067,2020,10,6
California,06,Solano,095,2020,10,2
California,06,Tulare,107,2020,10,2
California,06,Orange,059,2020,12,1
California,06,San Joaquin,077,2021,3,1
California,06,Los Angeles,037,2021,5,1
California,06,Sacramento,067,2021,5,3
California,06,Los Angeles,037,2021,6,4
California,06,Sacramento,067,2021,6,21
California,06,San Joaquin,077,2021,6,2
California,06,Stanislaus,099,2021,6,1
California,06,Tulare,107,2021,6,4
California,06,Los Angeles,037,2021,7,13
California,06,Merced,047,2021,7,1
California,06,Placer,061,2021,7,2
California,06,Sacramento,067,2021,7,40
California,06,San Bernardino,071,2021,7,1
California,06,San Joaquin,077,2021,7,9
California,06,Tulare,107,2021,7,3
California,06,Los Angeles,037,2021,8,14
California,06,Orange,059,2021,8,2
California,06,Placer,061,2021,8,1
California,06,Sacramento,067,2021,8,23
California,06,San Joaquin,077,2021,8,4
California,06,Solano,095,2021,8,2
California,06,Stanislaus,099,2021,8,1
California,06,Los Angeles,037,2021,9,9
California,06,Orange,059,2021,9,5
California,06,Placer,061,2021,9,2
California,06,Sacramento,067,2021,9,13
California,06,San Joaquin,077,2021,9,1
California,06,Los Angeles,037,2021,10,2
California,06,Los Angeles,037,2022,5,3
California,06,Fresno,019,2022,6,1
California,06,Los Angeles,037,2022,6,3
California,06,Merced,047,2022,6,1
California,06,Sacramento,067,2022,6,6
California,06,Solano,095,2022,6,1
California,06,Fresno,019,2022,7,1
California,06,Los Angeles,037,2022,7,10
California,06,Placer,061,2022,7,1
California,06,Sacramento,067,2022,7,13
California,06,Solano,095,2022,7,3
California,06,Tulare,107,2022,7,1
California,06,Los Angeles,037,2022,8,11
California,06,Merced,047,2022,8,1
California,06,Orange,059,2022,8,1
California,06,Placer,061,2022,8,2
California,06,Riverside,065,2022,8,2
California,06,Sacramento,067,2022,8,9
California,06,San Bernardino,071,2022,8,5
California,06,Solano,095,2022,8,4
California,06,Tulare,107,2022,8,1
California,06,Los Angeles,037,2022,9,14
California,06,Placer,061,2022,9,2
California,06,Riverside,065,2022,9,3
California,06,Sacramento,067,2022,9,9
California,06,San Bernardino,071,2022,9,2
California,06,San Joaquin,077,2022,9,1
California,06,Solano,095,2022,9,1
California,06,Los Angeles,037,2022,10,7
California,06,Sacramento,067,2022,10,3
California,06,Los Angeles,037,2022,11,1
California,06,Los Angeles,037,2023,5,2
California,06,Riverside,065,2023,5,1
California,06,Sacramento,067,2023,5,2
California,06,Los Angeles,037,2023,6,7
California,06,Placer,061,2023,6,3
California,06,Riverside,065,2023,6,3
California,06,Sacramento,067,2023,6,20
California,06,San Joaquin,077,2023,6,4
California,06,Solano,095,2023,6,1
California,06,Tulare,107,2023,6,2
California,06,Los Angeles,037,2023,7,1
California,06,Placer,061,2023,7,12
California,06,Riverside,065,2023,7,12
California,06,Sacramento,067,2023,7,60
California,06,San Bernardino,071,2023,7,3
California,06,San Joaquin,077,2023,7,6
California,06,Stanislaus,099,2023,7,2
California,06,Tulare,107,2023,7,3
California,06,Fresno,019,2023,8,1
California,06,Los Angeles,037,2023,8,14
California,06,Placer,061,2023,8,24
California,06,Riverside,065,2023,8,41
California,06,Sacramento,067,2023,8,79
California,06,San Bernardino,071,2023,8,4
California,06,San Joaquin,077,2023,8,9
California,06,Solano,095,2023,8,10
California,06,Stanislaus,099,2023,8,4
California,06,Los Angeles,037,2023,9,15
California,06,Orange,059,2023,9,1
California,06,Placer,061,2023,9,4
California,06,Riverside,065,2023,9,10
California,06,Sacramento,067,2023,9,29
California,06,San Bernardino,071,2023,9,4
California,06,San Joaquin,077,2023,9,1
California,06,Solano,095,2023,9,7
California,06,Los Angeles,037,2023,10,5
California,06,Orange,059,2023,10,1
California,06,Riverside,065,2023,10,2
California,06,Sacramento,067,2023,10,5
California,06,Sacramento,067,2023,11,1
