state,statefp,county,countyfp,year,month,num_tested_chickens,num_tested_flocks,num_positive_chickens
California,06,Stanislaus,099,2009,10,43,4,16
California,06,Tulare,107,2009,10,49,5,20
California,06,Kern,029,2009,11,12,1,0
California,06,Los Angeles,037,2009,11,250,35,36
California,06,Merced,047,2009,11,44,6,8
California,06,Riverside,065,2009,11,185,14,31
California,06,San Bernardino,071,2009,11,117,11,9
California,06,Solano,095,2009,11,35,3,13
California,06,Los Angeles,037,2009,12,143,19,10
California,06,Los Angeles,037,2010,1,143,19,0
California,06,Riverside,065,2010,1,20,1,0
California,06,Los Angeles,037,2010,2,73,12,0
California,06,Kern,029,2010,3,6,1,0
California,06,Los Angeles,037,2010,3,42,7,0
California,06,Sacramento,067,2010,3,71,9,0
California,06,Stanislaus,099,2010,3,36,3,0
California,06,Fresno,019,2010,4,26,4,0
California,06,Kern,029,2010,4,188,17,0
California,06,Los Angeles,037,2010,4,237,32,0
California,06,Merced,047,2010,4,48,8,0
California,06,Riverside,065,2010,4,87,5,0
California,06,Sacramento,067,2010,4,71,9,0
California,06,San Bernardino,071,2010,4,95,9,0
California,06,Stanislaus,099,2010,4,52,5,0
California,06,Fresno,019,2010,5,26,4,0
California,06,Kern,029,2010,5,188,17,0
California,06,Los Angeles,037,2010,5,267,35,0
California,06,Merced,047,2010,5,48,8,0
California,06,Orange,059,2010,5,10,1,0
California,06,Riverside,065,2010,5,197,15,0
California,06,Sacramento,067,2010,5,71,9,0
California,06,San Bernardino,071,2010,5,105,10,0
California,06,San Joaquin,077,2010,5,9,1,0
California,06,Stanislaus,099,2010,5,52,5,0
California,06,Tulare,107,2010,5,30,3,0
California,06,Fresno,019,2010,6,26,4,0
California,06,Kern,029,2010,6,188,17,0
California,06,Los Angeles,037,2010,6,267,35,0
California,06,Merced,047,2010,6,48,8,0
California,06,Orange,059,2010,6,10,1,0
California,06,Riverside,065,2010,6,197,15,0
California,06,Sacramento,067,2010,6,71,9,0
California,06,San Bernardino,071,2010,6,105,10,0
California,06,San Joaquin,077,2010,6,9,1,0
California,06,Solano,095,2010,6,36,3,0
California,06,Stanislaus,099,2010,6,52,5,0
California,06,Tulare,107,2010,6,30,3,0
California,06,Fresno,019,2010,7,26,4,2
California,06,Kern,029,2010,7,188,17,7
California,06,Los Angeles,037,2010,7,267,35,0
California,06,Merced,047,2010,7,42,7,0
California,06,Orange,059,2010,7,10,1,0
California,06,Riverside,065,2010,7,197,15,17
California,06,Sacramento,067,2010,7,71,9,0
California,06,San Bernardino,071,2010,7,116,11,2
California,06,San Joaquin,077,2010,7,9,1,0
California,06,Solano,095,2010,7,36,3,0
California,06,Stanislaus,099,2010,7,52,5,0
California,06,Tulare,107,2010,7,30,3,0
California,06,Fresno,019,2010,8,26,4,4
California,06,Kern,029,2010,8,188,17,43
California,06,Los Angeles,037,2010,8,267,35,1
California,06,Merced,047,2010,8,42,7,0
California,06,Orange,059,2010,8,10,1,0
California,06,Riverside,065,2010,8,197,15,21
California,06,Sacramento,067,2010,8,71,9,4
California,06,San Bernardino,071,2010,8,116,11,7
California,06,San Joaquin,077,2010,8,9,1,0
California,06,Solano,095,2010,8,36,3,0
California,06,Stanislaus,099,2010,8,52,5,7
California,06,Tulare,107,2010,8,30,3,8
California,06,Fresno,019,2010,9,19,3,5
California,06,Kern,029,2010,9,188,17,86
California,06,Los Angeles,037,2010,9,257,34,1
California,06,Merced,047,2010,9,42,7,6
California,06,Orange,059,2010,9,10,1,0
California,06,Riverside,065,2010,9,197,15,25
California,06,Sacramento,067,2010,9,71,9,6
California,06,San Bernardino,071,2010,9,132,19,10
California,06,San Joaquin,077,2010,9,9,1,1
California,06,Solano,095,2010,9,36,3,2
California,06,Stanislaus,099,2010,9,44,4,15
California,06,Tulare,107,2010,9,30,3,18
California,06,Fresno,019,2010,10,13,2,2
California,06,Kern,029,2010,10,188,17,93
California,06,Los Angeles,037,2010,10,257,34,1
California,06,Merced,047,2010,10,42,7,8
California,06,Riverside,065,2010,10,197,15,29
California,06,Sacramento,067,2010,10,71,9,6
California,06,San Bernardino,071,2010,10,116,11,13
California,06,San Joaquin,077,2010,10,9,1,1
California,06,Solano,095,2010,10,36,3,2
California,06,Stanislaus,099,2010,10,44,4,16
California,06,Tulare,107,2010,10,30,3,19
California,06,Los Angeles,037,2010,11,195,25,0
California,06,Riverside,065,2010,11,137,10,30
California,06,San Bernardino,071,2010,11,116,11,13
California,06,San Joaquin,077,2010,11,9,1,1
California,06,Los Angeles,037,2010,12,163,20,0
California,06,Riverside,065,2010,12,87,5,28
California,06,Los Angeles,037,2011,1,158,19,0
California,06,Riverside,065,2011,1,87,5,1
California,06,Los Angeles,037,2011,2,78,12,0
California,06,Riverside,065,2011,2,87,5,1
California,06,San Bernardino,071,2011,2,141,18,0
California,06,Kern,029,2011,3,6,1,0
California,06,Los Angeles,037,2011,3,114,18,0
California,06,Riverside,065,2011,3,87,5,1
California,06,Kern,029,2011,4,36,4,0
California,06,Los Angeles,037,2011,4,172,24,0
California,06,Merced,047,2011,4,11,2,0
California,06,Riverside,065,2011,4,133,15,0
California,06,San Bernardino,071,2011,4,123,10,0
California,06,Kern,029,2011,5,201,17,0
California,06,Los Angeles,037,2011,5,223,32,0
California,06,Merced,047,2011,5,39,7,0
California,06,Placer,061,2011,5,48,8,0
California,06,Riverside,065,2011,5,133,15,0
California,06,Sacramento,067,2011,5,69,9,0
California,06,San Bernardino,071,2011,5,123,10,0
California,06,Stanislaus,099,2011,5,16,2,0
California,06,Kern,029,2011,6,201,17,0
California,06,Los Angeles,037,2011,6,296,43,0
California,06,Merced,047,2011,6,39,7,0
California,06,Placer,061,2011,6,48,8,0
California,06,Riverside,065,2011,6,133,15,0
California,06,Sacramento,067,2011,6,69,9,0
California,06,San Bernardino,071,2011,6,123,10,0
California,06,Stanislaus,099,2011,6,16,2,0
California,06,Kern,029,2011,7,201,17,18
California,06,Los Angeles,037,2011,7,296,43,5
California,06,Merced,047,2011,7,30,5,0
California,06,Placer,061,2011,7,48,8,0
California,06,Riverside,065,2011,7,133,15,0
California,06,Sacramento,067,2011,7,69,9,0
California,06,San Bernardino,071,2011,7,123,10,11
California,06,Solano,095,2011,7,12,1,0
California,06,Stanislaus,099,2011,7,16,2,0
California,06,Kern,029,2011,8,201,17,74
California,06,Los Angeles,037,2011,8,296,43,20
California,06,Merced,047,2011,8,30,5,2
California,06,Placer,061,2011,8,48,8,0
California,06,Riverside,065,2011,8,133,15,5
California,06,Sacramento,067,2011,8,69,9,1
California,06,San Bernardino,071,2011,8,141,18,26
California,06,Solano,095,2011,8,12,1,0
California,06,Stanislaus,099,2011,8,16,2,0
California,06,Kern,029,2011,9,201,17,127
California,06,Los Angeles,037,2011,9,296,43,45
California,06,Merced,047,2011,9,30,5,6
California,06,Placer,061,2011,9,48,8,5
California,06,Riverside,065,2011,9,130,14,22
California,06,Sacramento,067,2011,9,69,9,5
California,06,San Bernardino,071,2011,9,131,13,39
California,06,Solano,095,2011,9,12,1,1
California,06,Stanislaus,099,2011,9,16,2,7
California,06,Kern,029,2011,10,201,17,146
California,06,Los Angeles,037,2011,10,290,42,75
California,06,Merced,047,2011,10,30,5,12
California,06,Placer,061,2011,10,36,6,6
California,06,Riverside,065,2011,10,127,13,28
California,06,Sacramento,067,2011,10,69,9,7
California,06,San Bernardino,071,2011,10,123,10,38
California,06,Solano,095,2011,10,12,1,1
California,06,Stanislaus,099,2011,10,8,1,3
California,06,Los Angeles,037,2011,11,172,19,58
California,06,Merced,047,2011,11,30,5,15
California,06,Riverside,065,2011,11,127,13,30
California,06,San Bernardino,071,2011,11,123,10,39
California,06,Los Angeles,037,2011,12,82,12,14
California,06,Riverside,065,2011,12,55,4,26
California,06,Los Angeles,037,2012,1,121,16,0
California,06,Riverside,065,2012,1,55,4,0
California,06,San Bernardino,071,2012,1,114,16,0
California,06,Los Angeles,037,2012,2,121,16,0
California,06,Riverside,065,2012,2,55,4,0
California,06,Kern,029,2012,3,6,1,0
California,06,Los Angeles,037,2012,3,205,28,0
California,06,Riverside,065,2012,3,55,4,0
California,06,Kern,029,2012,4,6,1,0
California,06,Los Angeles,037,2012,4,123,16,0
California,06,Riverside,065,2012,4,133,13,0
California,06,Sacramento,067,2012,4,75,9,0
California,06,San Bernardino,071,2012,4,96,8,0
California,06,Kern,029,2012,5,36,4,0
California,06,Los Angeles,037,2012,5,219,32,0
California,06,Merced,047,2012,5,40,7,0
California,06,Riverside,065,2012,5,146,13,0
California,06,Sacramento,067,2012,5,75,9,0
California,06,San Bernardino,071,2012,5,96,8,0
California,06,Stanislaus,099,2012,5,14,2,0
California,06,Kern,029,2012,6,36,4,0
California,06,Los Angeles,037,2012,6,231,34,0
California,06,Merced,047,2012,6,34,6,0
California,06,Riverside,065,2012,6,146,13,2
California,06,Sacramento,067,2012,6,75,9,0
California,06,San Bernardino,071,2012,6,96,8,0
California,06,Stanislaus,099,2012,6,14,2,0
California,06,Tulare,107,2012,6,10,1,0
California,06,Kern,029,2012,7,36,4,0
California,06,Los Angeles,037,2012,7,231,34,8
California,06,Merced,047,2012,7,34,6,0
California,06,Riverside,065,2012,7,146,13,4
California,06,Sacramento,067,2012,7,75,9,13
California,06,San Bernardino,071,2012,7,96,8,6
California,06,Stanislaus,099,2012,7,14,2,0
California,06,Tulare,107,2012,7,10,1,3
California,06,Kern,029,2012,8,36,4,9
California,06,Los Angeles,037,2012,8,271,44,50
California,06,Riverside,065,2012,8,140,12,9
California,06,Sacramento,067,2012,8,75,9,24
California,06,San Bernardino,071,2012,8,114,16,21
California,06,Stanislaus,099,2012,8,14,2,8
California,06,Tulare,107,2012,8,10,1,5
California,06,Kern,029,2012,9,36,4,22
California,06,Los Angeles,037,2012,9,231,34,77
California,06,Riverside,065,2012,9,146,13,17
California,06,Sacramento,067,2012,9,75,9,36
California,06,San Bernardino,071,2012,9,104,11,38
California,06,Kern,029,2012,10,36,4,23
California,06,Los Angeles,037,2012,10,243,37,118
California,06,Merced,047,2012,10,12,2,6
California,06,Riverside,065,2012,10,146,13,25
California,06,Sacramento,067,2012,10,61,7,25
California,06,San Bernardino,071,2012,10,82,9,20
California,06,Los Angeles,037,2012,11,123,16,54
California,06,Merced,047,2012,11,16,3,8
California,06,Riverside,065,2012,11,146,13,25
California,06,San Bernardino,071,2012,11,82,9,16
California,06,Los Angeles,037,2012,12,111,14,48
California,06,Riverside,065,2012,12,68,4,23
California,06,Los Angeles,037,2013,1,111,14,0
California,06,Riverside,065,2013,1,68,4,0
California,06,Los Angeles,037,2013,2,91,11,0
California,06,Riverside,065,2013,2,68,4,0
California,06,San Bernardino,071,2013,2,18,8,0
California,06,Kern,029,2013,3,6,1,0
California,06,Los Angeles,037,2013,3,103,13,0
California,06,Riverside,065,2013,3,68,4,0
California,06,Kern,029,2013,4,6,1,0
California,06,Los Angeles,037,2013,4,201,28,0
California,06,Riverside,065,2013,4,84,11,0
California,06,Sacramento,067,2013,4,25,3,0
California,06,Kern,029,2013,5,36,4,0
California,06,Los Angeles,037,2013,5,320,46,1
California,06,Merced,047,2013,5,42,7,0
California,06,Riverside,065,2013,5,84,11,0
California,06,Sacramento,067,2013,5,25,3,0
California,06,Stanislaus,099,2013,5,16,2,0
California,06,Tulare,107,2013,5,10,1,0
California,06,Kern,029,2013,6,36,4,0
California,06,Los Angeles,037,2013,6,313,45,6
California,06,Merced,047,2013,6,42,7,0
California,06,Riverside,065,2013,6,84,11,0
California,06,Sacramento,067,2013,6,25,3,0
California,06,San Bernardino,071,2013,6,6,3,1
California,06,Stanislaus,099,2013,6,16,2,0
California,06,Tulare,107,2013,6,10,1,0
California,06,Kern,029,2013,7,36,4,1
California,06,Los Angeles,037,2013,7,313,45,41
California,06,Merced,047,2013,7,42,7,6
California,06,Riverside,065,2013,7,84,11,3
California,06,Sacramento,067,2013,7,25,3,2
California,06,San Bernardino,071,2013,7,2,1,1
California,06,Solano,095,2013,7,35,3,4
California,06,Stanislaus,099,2013,7,16,2,5
California,06,Tulare,107,2013,7,10,1,0
California,06,Kern,029,2013,8,36,4,6
California,06,Los Angeles,037,2013,8,303,44,81
California,06,Merced,047,2013,8,42,7,14
California,06,Riverside,065,2013,8,84,11,11
California,06,Sacramento,067,2013,8,25,3,4
California,06,San Bernardino,071,2013,8,12,5,8
California,06,Solano,095,2013,8,35,3,7
California,06,Stanislaus,099,2013,8,8,1,3
California,06,Tulare,107,2013,8,10,1,0
California,06,Kern,029,2013,9,36,4,15
California,06,Los Angeles,037,2013,9,282,41,106
California,06,Merced,047,2013,9,42,7,21
California,06,Riverside,065,2013,9,81,10,11
California,06,Sacramento,067,2013,9,25,3,6
California,06,San Bernardino,071,2013,9,10,4,5
California,06,Solano,095,2013,9,35,3,12
California,06,Stanislaus,099,2013,9,8,1,3
California,06,Tulare,107,2013,9,10,1,1
California,06,Kern,029,2013,10,6,1,0
California,06,Los Angeles,037,2013,10,270,39,116
California,06,Merced,047,2013,10,36,6,15
California,06,Riverside,065,2013,10,81,10,15
California,06,Sacramento,067,2013,10,25,3,6
California,06,Tulare,107,2013,10,10,1,2
California,06,Los Angeles,037,2013,11,166,22,82
California,06,Merced,047,2013,11,36,6,15
California,06,Riverside,065,2013,11,14,5,3
California,06,Los Angeles,037,2013,12,76,14,10
California,06,Los Angeles,037,2014,1,36,6,1
California,06,San Bernardino,071,2014,1,18,8,0
California,06,Los Angeles,037,2014,2,30,5,1
California,06,Los Angeles,037,2014,3,30,5,1
California,06,San Bernardino,071,2014,3,19,2,0
California,06,Kern,029,2014,4,6,1,0
California,06,Los Angeles,037,2014,4,166,24,0
California,06,Riverside,065,2014,4,92,8,0
California,06,Sacramento,067,2014,4,24,3,0
California,06,San Bernardino,071,2014,4,87,9,0
California,06,Kern,029,2014,5,6,1,0
California,06,Los Angeles,037,2014,5,276,42,0
California,06,Merced,047,2014,5,39,7,0
California,06,Riverside,065,2014,5,118,15,0
California,06,Sacramento,067,2014,5,24,3,0
California,06,San Bernardino,071,2014,5,87,9,0
California,06,Stanislaus,099,2014,5,16,2,0
California,06,Tulare,107,2014,5,12,1,0
California,06,Kern,029,2014,6,6,1,0
California,06,Los Angeles,037,2014,6,276,42,0
California,06,Merced,047,2014,6,39,7,0
California,06,Riverside,065,2014,6,118,15,0
California,06,Sacramento,067,2014,6,24,3,0
California,06,San Bernardino,071,2014,6,87,9,1
California,06,Solano,095,2014,6,22,2,3
California,06,Stanislaus,099,2014,6,16,2,0
California,06,Tulare,107,2014,6,12,1,0
California,06,Kern,029,2014,7,6,1,0
California,06,Los Angeles,037,2014,7,281,43,13
California,06,Merced,047,2014,7,39,7,2
California,06,Riverside,065,2014,7,118,15,0
California,06,Sacramento,067,2014,7,24,3,4
California,06,San Bernardino,071,2014,7,87,9,8
California,06,Solano,095,2014,7,22,2,13
California,06,Stanislaus,099,2014,7,16,2,12
California,06,Tulare,107,2014,7,12,1,4
California,06,Kern,029,2014,8,6,1,0
California,06,Los Angeles,037,2014,8,281,43,73
California,06,Merced,047,2014,8,39,7,6
California,06,Riverside,065,2014,8,118,15,5
California,06,Sacramento,067,2014,8,24,3,8
California,06,San Bernardino,071,2014,8,93,12,19
California,06,Solano,095,2014,8,11,1,7
California,06,Kern,029,2014,9,6,1,0
California,06,Los Angeles,037,2014,9,265,41,106
California,06,Merced,047,2014,9,39,7,9
California,06,Riverside,065,2014,9,118,15,14
California,06,Sacramento,067,2014,9,24,3,8
California,06,San Bernardino,071,2014,9,83,10,22
California,06,Solano,095,2014,9,11,1,10
California,06,Kern,029,2014,10,6,1,0
California,06,Los Angeles,037,2014,10,213,33,70
California,06,Merced,047,2014,10,27,5,7
California,06,Riverside,065,2014,10,110,13,19
California,06,Sacramento,067,2014,10,24,3,10
California,06,San Bernardino,071,2014,10,71,7,16
California,06,Los Angeles,037,2014,11,114,21,28
California,06,Merced,047,2014,11,14,3,4
California,06,Riverside,065,2014,11,50,8,14
California,06,San Bernardino,071,2014,11,71,7,16
California,06,Riverside,065,2014,12,32,3,12
California,06,Riverside,065,2015,1,32,3,0
California,06,Riverside,065,2015,2,32,3,0
California,06,Los Angeles,037,2015,3,63,4,0
California,06,Riverside,065,2015,3,32,3,0
California,06,San Bernardino,071,2015,3,62,7,0
California,06,Kern,029,2015,4,6,1,0
California,06,Los Angeles,037,2015,4,117,13,0
California,06,Riverside,065,2015,4,68,6,0
California,06,Sacramento,067,2015,4,12,2,0
California,06,San Bernardino,071,2015,4,78,9,0
California,06,Kern,029,2015,5,6,1,0
California,06,Los Angeles,037,2015,5,296,44,0
California,06,Merced,047,2015,5,48,7,0
California,06,Placer,061,2015,5,12,2,0
California,06,Riverside,065,2015,5,68,6,0
California,06,Sacramento,067,2015,5,12,2,0
California,06,San Bernardino,071,2015,5,78,9,0
California,06,Stanislaus,099,2015,5,16,2,0
California,06,Kern,029,2015,6,6,1,0
California,06,Los Angeles,037,2015,6,296,44,0
California,06,Merced,047,2015,6,48,7,0
California,06,Placer,061,2015,6,12,2,2
California,06,Riverside,065,2015,6,79,6,0
California,06,Sacramento,067,2015,6,12,2,0
California,06,San Bernardino,071,2015,6,78,9,0
California,06,Stanislaus,099,2015,6,16,2,0
California,06,Kern,029,2015,7,6,1,0
California,06,Los Angeles,037,2015,7,296,44,1
California,06,Merced,047,2015,7,48,7,1
California,06,Placer,061,2015,7,12,2,3
California,06,Riverside,065,2015,7,79,6,0
California,06,Sacramento,067,2015,7,12,2,0
California,06,San Bernardino,071,2015,7,78,9,2
California,06,Solano,095,2015,7,31,3,3
California,06,Stanislaus,099,2015,7,16,2,2
California,06,Kern,029,2015,8,6,1,0
California,06,Los Angeles,037,2015,8,296,44,13
California,06,Merced,047,2015,8,48,7,10
California,06,Placer,061,2015,8,12,2,8
California,06,Riverside,065,2015,8,79,6,5
California,06,Sacramento,067,2015,8,12,2,1
California,06,San Bernardino,071,2015,8,78,9,16
California,06,Solano,095,2015,8,31,3,6
California,06,Stanislaus,099,2015,8,16,2,9
California,06,Kern,029,2015,9,6,1,0
California,06,Los Angeles,037,2015,9,296,44,81
California,06,Merced,047,2015,9,48,7,17
California,06,Placer,061,2015,9,6,1,3
California,06,Riverside,065,2015,9,79,6,13
California,06,Sacramento,067,2015,9,12,2,2
California,06,San Bernardino,071,2015,9,78,9,26
California,06,Solano,095,2015,9,31,3,7
California,06,Kern,029,2015,10,6,1,0
California,06,Los Angeles,037,2015,10,272,40,105
California,06,Merced,047,2015,10,34,5,13
California,06,Placer,061,2015,10,6,1,3
California,06,Riverside,065,2015,10,79,6,21
California,06,Sacramento,067,2015,10,12,2,2
California,06,San Bernardino,071,2015,10,70,8,25
California,06,Los Angeles,037,2015,11,185,27,67
California,06,Merced,047,2015,11,34,5,15
California,06,Placer,061,2015,11,6,1,3
California,06,Riverside,065,2015,11,79,6,21
California,06,San Bernardino,071,2015,11,70,8,31
California,06,Riverside,065,2015,12,43,3,5
California,06,Riverside,065,2016,1,43,3,0
California,06,Riverside,065,2016,2,43,3,0
California,06,Kern,029,2016,4,5,1,0
California,06,Los Angeles,037,2016,4,41,7,0
California,06,Sacramento,067,2016,4,11,2,0
California,06,Kern,029,2016,5,5,1,0
California,06,Los Angeles,037,2016,5,167,26,0
California,06,Merced,047,2016,5,47,8,0
California,06,Placer,061,2016,5,11,2,0
California,06,Sacramento,067,2016,5,11,2,0
California,06,San Bernardino,071,2016,5,80,10,0
California,06,Kern,029,2016,6,5,1,0
California,06,Los Angeles,037,2016,6,287,44,1
California,06,Merced,047,2016,6,47,8,0
California,06,Placer,061,2016,6,11,2,0
California,06,Sacramento,067,2016,6,11,2,0
California,06,San Bernardino,071,2016,6,77,9,0
California,06,Kern,029,2016,7,5,1,0
California,06,Los Angeles,037,2016,7,287,44,11
California,06,Merced,047,2016,7,47,8,14
California,06,Placer,061,2016,7,11,2,0
California,06,Sacramento,067,2016,7,11,2,0
California,06,San Bernardino,071,2016,7,77,9,2
California,06,Solano,095,2016,7,32,3,1
California,06,Kern,029,2016,8,5,1,0
California,06,Los Angeles,037,2016,8,287,44,58
California,06,Merced,047,2016,8,47,8,30
California,06,Placer,061,2016,8,11,2,3
California,06,Sacramento,067,2016,8,11,2,0
California,06,San Bernardino,071,2016,8,77,9,15
California,06,Solano,095,2016,8,32,3,5
California,06,Kern,029,2016,9,5,1,0
California,06,Los Angeles,037,2016,9,255,40,78
California,06,Merced,047,2016,9,23,4,13
California,06,Placer,061,2016,9,11,2,7
California,06,Sacramento,067,2016,9,11,2,0
California,06,San Bernardino,071,2016,9,77,9,20
California,06,Solano,095,2016,9,32,3,10
California,06,Kern,029,2016,10,5,1,0
California,06,Los Angeles,037,2016,10,249,39,89
California,06,Merced,047,2016,10,17,3,11
California,06,Placer,061,2016,10,11,2,7
California,06,Sacramento,067,2016,10,11,2,3
California,06,San Bernardino,071,2016,10,77,9,23
California,06,Solano,095,2016,10,32,3,10
California,06,Los Angeles,037,2016,11,140,20,49
California,06,San Bernardino,071,2016,11,77,9,23
California,06,Los Angeles,037,2017,4,124,14,0
California,06,San Bernardino,071,2017,4,47,6,0
California,06,Los Angeles,037,2017,5,280,42,0
California,06,Merced,047,2017,5,36,6,0
California,06,Placer,061,2017,5,12,2,0
California,06,Sacramento,067,2017,5,5,1,0
California,06,San Bernardino,071,2017,5,47,6,0
California,06,Los Angeles,037,2017,6,280,42,2
California,06,Merced,047,2017,6,36,6,0
California,06,Placer,061,2017,6,12,2,0
California,06,Sacramento,067,2017,6,12,2,0
California,06,San Bernardino,071,2017,6,47,6,0
California,06,Solano,095,2017,6,35,3,0
California,06,Los Angeles,037,2017,7,271,41,23
California,06,Merced,047,2017,7,36,6,2
California,06,Placer,061,2017,7,12,2,0
California,06,Sacramento,067,2017,7,12,2,0
California,06,San Bernardino,071,2017,7,47,6,0
California,06,Solano,095,2017,7,35,3,0
California,06,Los Angeles,037,2017,8,280,42,75
California,06,Merced,047,2017,8,36,6,15
California,06,Placer,061,2017,8,12,2,0
California,06,Sacramento,067,2017,8,12,2,2
California,06,San Bernardino,071,2017,8,47,6,11
California,06,Solano,095,2017,8,35,3,1
California,06,Los Angeles,037,2017,9,253,38,93
California,06,Placer,061,2017,9,12,2,4
California,06,Sacramento,067,2017,9,12,2,2
California,06,San Bernardino,071,2017,9,40,5,11
California,06,Solano,095,2017,9,35,3,9
California,06,Los Angeles,037,2017,10,187,28,67
California,06,Placer,061,2017,10,12,2,5
California,06,Sacramento,067,2017,10,12,2,2
California,06,San Bernardino,071,2017,10,39,5,5
California,06,Solano,095,2017,10,35,3,11
California,06,Los Angeles,037,2017,11,96,14,28
California,06,San Bernardino,071,2017,11,32,4,4
California,06,Los Angeles,037,2018,4,140,9,0
California,06,Merced,047,2018,4,47,8,0
California,06,Placer,061,2018,4,12,2,0
California,06,Sacramento,067,2018,4,19,3,0
California,06,Solano,095,2018,4,36,3,0
California,06,Los Angeles,037,2018,5,239,26,0
California,06,Merced,047,2018,5,47,8,0
California,06,Placer,061,2018,5,12,2,0
California,06,Sacramento,067,2018,5,19,3,0
California,06,Solano,095,2018,5,36,3,0
California,06,Los Angeles,037,2018,6,239,26,0
California,06,Merced,047,2018,6,47,8,0
California,06,Placer,061,2018,6,12,2,0
California,06,Sacramento,067,2018,6,19,3,0
California,06,Solano,095,2018,6,36,3,0
California,06,Los Angeles,037,2018,7,239,26,1
California,06,Merced,047,2018,7,47,8,0
California,06,Placer,061,2018,7,12,2,1
California,06,Sacramento,067,2018,7,19,3,0
California,06,Solano,095,2018,7,36,3,0
California,06,Los Angeles,037,2018,8,239,26,5
California,06,Merced,047,2018,8,47,8,14
California,06,Placer,061,2018,8,12,2,3
California,06,Sacramento,067,2018,8,19,3,0
California,06,Solano,095,2018,8,36,3,0
California,06,Los Angeles,037,2018,9,239,26,10
California,06,Merced,047,2018,9,29,5,12
California,06,Placer,061,2018,9,12,2,4
California,06,Sacramento,067,2018,9,19,3,4
California,06,Solano,095,2018,9,36,3,6
California,06,Los Angeles,037,2018,10,227,24,14
California,06,Placer,061,2018,10,12,2,4
California,06,Sacramento,067,2018,10,19,3,5
California,06,Solano,095,2018,10,36,3,7
California,06,Los Angeles,037,2018,11,209,21,10
California,06,Solano,095,2018,11,36,3,7
California,06,Los Angeles,037,2019,4,18,2,0
California,06,Merced,047,2019,4,39,7,0
California,06,Placer,061,2019,4,18,3,0
California,06,Sacramento,067,2019,4,19,3,0
California,06,Tulare,107,2019,4,11,1,0
California,06,Los Angeles,037,2019,5,143,22,0
California,06,Merced,047,2019,5,39,7,0
California,06,Placer,061,2019,5,18,3,0
California,06,Sacramento,067,2019,5,19,3,0
California,06,Tulare,107,2019,5,11,1,0
California,06,Los Angeles,037,2019,6,158,25,0
California,06,Merced,047,2019,6,39,7,0
California,06,Placer,061,2019,6,18,3,0
California,06,Sacramento,067,2019,6,19,3,0
California,06,Tulare,107,2019,6,11,1,0
California,06,Los Angeles,037,2019,7,158,25,3
California,06,Merced,047,2019,7,39,7,0
California,06,Placer,061,2019,7,18,3,0
California,06,Sacramento,067,2019,7,19,3,0
California,06,Tulare,107,2019,7,11,1,0
California,06,Los Angeles,037,2019,8,158,25,9
California,06,Merced,047,2019,8,39,7,14
California,06,Placer,061,2019,8,18,3,6
California,06,Sacramento,067,2019,8,19,3,0
California,06,Tulare,107,2019,8,11,1,10
California,06,Los Angeles,037,2019,9,153,24,17
California,06,Merced,047,2019,9,39,7,16
California,06,Placer,061,2019,9,18,3,8
California,06,Sacramento,067,2019,9,19,3,1
California,06,Los Angeles,037,2019,10,148,23,15
California,06,Sacramento,067,2019,10,19,3,4
California,06,Los Angeles,037,2019,11,128,19,13
California,06,Merced,047,2020,4,40,7,0
California,06,Sacramento,067,2020,4,17,3,0
California,06,Tulare,107,2020,4,10,1,0
California,06,Los Angeles,037,2020,5,96,18,0
California,06,Merced,047,2020,5,34,6,0
California,06,Sacramento,067,2020,5,17,3,0
California,06,Tulare,107,2020,5,10,1,0
California,06,Los Angeles,037,2020,6,159,25,0
California,06,Merced,047,2020,6,34,6,0
California,06,Sacramento,067,2020,6,17,3,0
California,06,Solano,095,2020,6,21,3,0
California,06,Tulare,107,2020,6,10,1,0
California,06,Los Angeles,037,2020,7,159,25,2
California,06,Merced,047,2020,7,34,6,12
California,06,Sacramento,067,2020,7,17,3,0
California,06,Solano,095,2020,7,21,3,0
California,06,Tulare,107,2020,7,10,1,0
California,06,Los Angeles,037,2020,8,159,25,3
California,06,Merced,047,2020,8,34,6,12
California,06,Sacramento,067,2020,8,17,3,0
California,06,Solano,095,2020,8,21,3,0
California,06,Tulare,107,2020,8,10,1,5
California,06,Los Angeles,037,2020,9,124,21,25
California,06,Sacramento,067,2020,9,17,3,4
California,06,Solano,095,2020,9,21,3,2
California,06,Tulare,107,2020,9,10,1,10
California,06,Los Angeles,037,2020,10,118,20,30
California,06,Sacramento,067,2020,10,17,3,5
California,06,Solano,095,2020,10,21,3,4
California,06,Los Angeles,037,2020,11,84,16,13
California,06,Merced,047,2021,4,48,8,0
California,06,Sacramento,067,2021,4,16,3,0
California,06,Tulare,107,2021,4,10,1,0
California,06,Los Angeles,037,2021,5,92,18,0
California,06,Merced,047,2021,5,48,8,0
California,06,Sacramento,067,2021,5,16,3,0
California,06,Tulare,107,2021,5,10,1,0
California,06,Los Angeles,037,2021,6,92,18,0
California,06,Merced,047,2021,6,48,8,0
California,06,Sacramento,067,2021,6,16,3,0
California,06,Solano,095,2021,6,20,3,0
California,06,Tulare,107,2021,6,10,1,0
California,06,Los Angeles,037,2021,7,92,18,0
California,06,Merced,047,2021,7,48,8,1
California,06,Sacramento,067,2021,7,16,3,0
California,06,Solano,095,2021,7,20,3,0
California,06,Tulare,107,2021,7,10,1,0
